Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
56,48,86,Arthur,Brown  ,OLB,"6'0?""",241,Kansas State,Baltimore
44,49,86,Kawann,Short  ,DT,"6'2?""",299,Purdue,Carolina
137,50,85,Jesse,Williams  ,DT,"6'3?""",323,Alabama,Seattle
70,51,85,Blidi,Wreh-Wilson  ,CB,"6'0¾""",195,UConn,Tennessee
75,52,85,Terron,Armstead  ,OT,"6'4¾""",306,Arkansas-Pine Bluff,New Orleans
66,53,84,Sio,Moore  ,OLB,"6'0¾""",245,UConn,Las Vegas
65,54,83,Larry,Warford  ,OG,"6'3""",332,Kentucky,Detroit
43,55,83,Johnthan,Banks  ,CB,"6'2""",185,Mississippi State,Tampa Bay
81,56,82,Damontre,Moore,DE,"6'4½""",250,Texas A&M,NY Giants
58,57,82,Montee,Ball  ,RB,"5'10½""",214,Wisconsin,Denver
128,58,82,Quinton,Patton  ,WR,"6'0""",204,Louisiana Tech,San Francisco
47,59,81,Gavin,Escobar,TE,"6'5?""",254,San Diego State,Dallas
74,60,81,Terrance,Williams  ,WR,"6'2""",208,Baylor,Dallas
63,61,80,Travis,Kelce  ,TE,"6'4?""",255,Cincinnati,Kansas City
59,62,80,Aaron,Dobson  ,WR,"6'2¾""",210,Marshall,New England
69,63,80,Tyrann,Mathieu,CB,"5'8¾""",186,LSU,Arizona
36,64,79,Darius,Slay  ,CB,"5'11?""",192,Mississippi State,Detroit
94,65,79,Brandon,Williams  ,DT,"6'1¼""",335,Missouri Southern State,Baltimore
117,66,79,Khaseem,Greene  ,OLB,"6'0¾""",241,Rutgers,Chicago
60,67,78,Robert,Alford  ,CB,"5'10?""",188,SE Louisiana,Atlanta
49,68,78,Johnathan,Hankins,DT,"6'2?""",320,Ohio State,NY Giants
55,69,78,Vance,McDonald  ,TE,"6'4?""",267,Rice,San Francisco
103,70,77,Alex,Okafor  ,DE,"6'4½""",264,Texas,Arizona
31,71,78,Travis,Frederick,C,"6'3?""",312,Wisconsin,Dallas
112,72,78,Tyler,Wilson  ,QB,"6'2?""",215,Arkansas,Las Vegas
107,73,77,Brian,Schwenke  ,C,"6'3""",314,California,Tennessee
73,74,77,Mike,Glennon  ,QB,"6'7?""",225,NC State,Tampa Bay
92,75,77,Stedman,Bailey,WR,"5'10¼""",193,West Virginia,Los Angeles
187,76,77,Andre,Ellington  ,RB,"5'9¼""",199,Clemson,Arizona
16,77,76,EJ,Manuel  ,QB,"6'4?""",237,Florida State,Buffalo
62,78,76,Christine,Michael  ,RB,"5'10""",220,Texas A&M,Seattle
111,79,76,Shamarko,Thomas  ,S,"5'8?""",213,Syracuse,Pittsburgh
72,80,76,Brian,Winters  ,OG,"6'3?""",318,Kent State,NY Jets
52,81,76,Jamie,Collins  ,OLB,"6'3½""",250,Southern Mississippi,New England
114,82,75,B.W.,Webb  ,CB,"5'10¼""",184,William & Mary,Dallas
234,83,75,Zac,Dysert  ,QB,"6'2?""",231,Miami (OH),Denver
67,84,75,Bennie,Logan,DT,"6'1?""",309,LSU,Philadelphia
129,85,74,John,Simon  ,DE,"6'1½""",257,Ohio State,Baltimore
64,86,74,Dwayne,Gratz  ,CB,"5'11?""",201,UConn,Jacksonville
100,87,74,Akeem,Spence,DT,"6'0?""",307,Illinois,Tampa Bay
79,88,74,Markus,Wheaton  ,WR,"5'11""",189,Oregon State,Pittsburgh
48,89,74,Le'veon,Bell,RB,"6'1?""",230,Michigan State,Pittsburgh
115,90,74,Landry,Jones  ,QB,"6'4?""",225,Oklahoma,Pittsburgh
,91,74,Kevin,Reddick  ,ILB,"6'1?""",243,North Carolina,
50,92,73,Jonathan,Bostic  ,ILB,"6'0?""",245,Florida,Chicago
37,93,73,Giovani,Bernard,RB,"5'8?""",202,North Carolina,Cincinnati
77,94,73,Dallas,Thomas  ,OG,"6'5½""",306,Tennessee,Miami
126,95,73,William,Gholston,DE,"6'6¼""",281,Michigan State,Tampa Bay
95,96,72,Sam,Montgomery,DE,"6'3¼""",262,LSU,Houston
119,97,72,Phillip,Thomas  ,S,"6'0½""",208,Fresno State,Washington
113,98,72,Barrett,Jones  ,C,"6'4½""",306,Alabama,Los Angeles
46,99,72,Kiko,Alonso  ,ILB,"6'3?""",238,Oregon,Buffalo
109,100,72,David,Bakhtiari,OT,"6'4¼""",299,Colorado,Green Bay
83,101,72,Logan,Ryan  ,CB,"5'11?""",191,Rutgers,New England
125,102,71,Johnathan,Franklin  ,RB,"5'10""",205,UCLA,Green Bay
,103,71,Matt,Scott  ,QB,"6'2?""",213,Arizona,
80,104,71,J.,J. Wilcox ,S,"6'0""",213,Georgia Southern,Dallas
188,105,71,Cornelius,Washington  ,DE,"6'4""",265,Georgia,Chicago
162,106,71,Brandon,Jenkins  ,OLB,"6'2½""",251,Florida State,Washington
218,107,71,Jordan,Poyer  ,CB,"5'11?""",191,Oregon State,Philadelphia
51,108,70,David,Amerson,CB,"6'1""",205,NC State,Washington
226,109,70,Michael,Buchanan  ,DE,"6'5?""",255,Illinois,New England
191,110,70,Bacarri,Rambo  ,S,"6'0½""",211,Georgia,Washington
185,111,70,DeVonte,Holloman  ,OLB,"6'1?""",243,South Carolina,Dallas
90,112,69,Kayvon,Webster  ,CB,"5'10½""",195,South Florida,Denver
86,113,69,Hugh,Thornton  ,OG,"6'3¼""",320,Illinois,Indianapolis
88,114,69,Corey,Lemonier,DE,"6'3?""",255,Auburn,San Francisco
78,115,69,Marquise,Goodwin  ,WR,"5'8?""",183,Texas,Buffalo
85,116,69,Jordan,Reed,TE,"6'2½""",236,Florida,Washington
164,117,69,Mike,Gillislee  ,RB,"5'11?""",208,Florida,Miami
207,118,68,Mike,Catapano  ,DE,"6'3?""",270,Princeton,Kansas City
,119,68,Chase,Thomas  ,OLB,"6'3¼""",244,Stanford,
131,120,68,Marcus,Lattimore,RB,"5'11¼""",221,South Carolina,San Francisco
,121,68,Da'rick,Rogers,WR,"6'2½""",217,Tennessee,
89,122,68,Brennan,Williams  ,OT,"6'5?""",318,North Carolina,Houston
134,123,67,Sanders,Commings  ,CB,"6'0?""",216,Georgia,Kansas City
132,124,67,Devin,Taylor  ,DE,"6'7""",266,South Carolina,Detroit
176,125,67,David,Quessenberry  ,OT,"6'4?""",302,San Jose State,Houston
174,126,67,Ryan,Swope  ,WR,"6'0?""",205,Texas A&M,Arizona
146,127,66,Quanterus,Smith  ,DE,"6'4¾""",250,Western Kentucky,Denver
105,128,66,Duke,Williams  ,S,"5'11""",203,Nevada,Buffalo
,129,66,Xavier,Nixon  ,OT,"6'5?""",321,Florida,
102,130,66,Josh,Boyce,WR,"5'11?""",206,TCU,New England
,131,65,Tyler,Bray,QB,"6'6?""",232,Tennessee,
196,132,65,Jeff,Baca  ,OG,"6'3?""",302,UCLA,Minnesota
87,133,65,Jordan,Hill  ,DT,"6'1¼""",303,Penn State,Seattle
97,134,64,Zaviar,Gooden  ,OLB,"6'1½""",234,Missouri,Tennessee
136,135,63,Earl,Wolff  ,S,"5'11¼""",209,NC State,Philadelphia
240,136,63,Reid,Fragel  ,OT,"6'7?""",308,Ohio State,Cincinnati
223,137,62,Nicholas,Williams  ,DT,"6'4½""",309,Samford,Pittsburgh
235,138,62,Steve,Beauharnais  ,ILB,"6'0?""",240,Rutgers,New England
,139,62,Miguel,Maysonet  ,RB,"5'9""",209,Stony Brook,
141,140,62,Oday,Aboushi  ,OG,"6'5?""",308,Virginia,NY Jets
168,141,62,Ricky,Wagner  ,OT,"6'5?""",308,Wisconsin,Baltimore
145,142,61,Steve,Williams,CB,"5'8?""",181,California,Los Angeles
124,143,61,Trevardo,Williams  ,DE,"6'1¼""",241,UConn,Houston
139,144,61,Montori,Hughes  ,DT,"6'4""",329,UT Martin,Indianapolis
231,145,61,Ty,Powell  ,OLB,"6'2?""",249,Harding University,Seattle
106,146,61,Dion,Sims,TE,"6'4?""",262,Michigan State,Miami
123,147,61,Chris,Harper,WR,"6'0¾""",229,Kansas State,Seattle
,148,60,Daxton,Swanson  ,CB,"5'10""",186,Sam Houston State,
118,149,60,Sean,Porter  ,OLB,"6'1¼""",229,Texas A&M,Cincinnati
222,150,60,Chris,Gragg  ,TE,"6'2¾""",244,Arkansas,Buffalo
161,151,60,Tavarres,King  ,WR,"6'0¼""",189,Georgia,Denver
247,152,59,Marc,Anthony  ,CB,"5'11?""",196,California,Baltimore
,153,59,Kwame,Geathers,DT,"6'5?""",342,Georgia,
104,154,59,Jelani,Jenkins,OLB,"6'0½""",243,Florida,Miami
133,155,59,Levine,Toilolo,TE,"6'8?""",260,Stanford,Atlanta
68,156,58,Leon,McFadden  ,CB,"5'9?""",193,San Diego State,Cleveland
153,157,58,Stansly,Maponga,DE,"6'1?""",256,TCU,Atlanta
,158,58,Jakar,Hamilton  ,S,"5'11""",196,South Carolina State,
99,159,58,Nico,Johnson  ,ILB,"6'1?""",248,Alabama,Kansas City
116,160,58,Earl,Watford  ,OG,"6'3?""",300,James Madison,Arizona
238,161,58,Aaron,Mellette  ,WR,"6'2?""",217,Elon,Baltimore
,162,57,Adrian,Bushell  ,CB,"5'9?""",186,Louisville,
203,163,57,Ryan,Jensen  ,OG,"6'4?""",306,Colorado State-Pueblo,Baltimore
163,164,57,Jordan,Mills  ,OT,"6'5""",316,Louisiana Tech,Chicago
230,165,57,Kerwynn,Williams  ,RB,"5'8?""",195,Utah State,Indianapolis
197,166,57,Cobi,Hamilton  ,WR,"6'1¾""",212,Arkansas,Cincinnati
,167,56,Nickell,Robey,CB,"5'7¼""",169,USC,
127,168,56,Malliciah,Goodman  ,DE,"6'3?""",276,Clemson,Atlanta
121,169,56,Khaled,Holmes  ,C,"6'3¼""",302,USC,Indianapolis
140,170,56,Stepfan,Taylor  ,RB,"5'9?""",214,Stanford,Arizona
101,171,56,Ace,Sanders,WR,"5'7""",173,South Carolina,Jacksonville
159,172,55,Micah,Hyde  ,CB,"5'11¾""",197,Iowa,Green Bay
142,173,55,Lavar,Edwards  ,DE,"6'4""",277,LSU,Tennessee
244,174,55,Zeke,Motta  ,S,"6'2¼""",213,Notre Dame,Atlanta
,175,55,Alvin,Bailey,OG,"6'3?""",312,Arkansas,
,176,55,Rogers,Gaines  ,OT,"6'6¼""",334,TCU,
177,177,55,Dustin,Hopkins  ,PK,"6'2""",193,Florida State,Buffalo
144,178,55,Kenny,Stills,WR,"6'0½""",194,Oklahoma,New Orleans
,179,54,Don,Jones  ,CB,"5'11¼""",196,Arkansas State,
,180,54,Cory,Grissom  ,DT,"6'1?""",306,South Florida,
122,181,54,J.C.,Tretter  ,OG,"6'3?""",307,Cornell,Green Bay
120,182,54,Gerald,Hodges  ,OLB,"6'1""",243,Penn State,Minnesota
151,183,54,Joseph,Randle,RB,"6'0""",204,Oklahoma State,Dallas
135,184,54,Denard,Robinson  ,WR,"5'10½""",199,Michigan,Jacksonville
71,185,53,T.J.,McDonald  ,S,"6'2½""",219,USC,Los Angeles
,186,53,Dennis,Johnson  ,RB,"5'6¾""",206,Arkansas,
,187,53,Joseph,Fauria  ,TE,"6'7?""",259,UCLA,
195,188,53,Alan,Bonner  ,WR,"5'10¼""",193,Jacksonville State,Houston
93,189,52,Will,Davis  ,CB,"5'11¼""",186,Utah State,Miami
84,190,52,Shawn,Williams  ,S,"5'11?""",213,Georgia,Cincinnati
229,191,52,Everett,Dawkins  ,DT,"6'2?""",292,Florida State,Minnesota
108,192,52,Edmund,Kugbila  ,OG,"6'4?""",317,Valdosta State,Carolina
182,193,52,Kenjon,Barner  ,RB,"5'9¼""",196,Oregon,Carolina
,194,52,Zach,Rodgers  ,WR,"6'0""",175,Tennessee,
,195,51,Rontez,Miles  ,S,"5'11?""",203,California (PA),
227,196,51,Garrett,Gilkey  ,OG,"6'5?""",318,Chadron State,Cleveland
156,197,51,Tanner,Hawkinson  ,OT,"6'5¼""",298,Kansas,Cincinnati
228,198,51,Jawan,Jamison,RB,"5'7?""",203,Rutgers,Washington
216,199,51,Charles,Johnson  ,WR,"6'2""",209,Grand Valley State,Green Bay
149,200,50,Brandon,McGee  ,CB,"5'11""",193,Miami,Los Angeles
217,201,50,Armonty,Bryant  ,DE,"6'3?""",263,East Central,Cleveland
241,202,50,Jared,Smith  ,DT,"6'3?""",302,New Hampshire,Seattle
213,203,50,Michael,Mauti  ,ILB,"6'1?""",243,Penn State,Minnesota
173,204,50,Vinston,Painter  ,OT,"6'4¼""",306,Virginia Tech,Denver
,205,50,Brad,Wing,P,"6'2?""",205,LSU,
249,206,50,Sean,Renfree  ,QB,"6'3?""",219,Duke,Atlanta
160,207,50,Zachary,Stacy  ,RB,"5'8?""",216,Vanderbilt,Los Angeles
236,208,50,Marquess,Wilson,WR,"6'2?""",194,Washington State,Chicago
,209,49,Rod,Sweeting  ,CB,"5'11¼""",189,Georgia Tech,
212,210,49,Joe,Kruger,DE,"6'6¼""",269,Utah,Philadelphia
,211,49,Robert,Lester  ,S,"6'1¼""",220,Alabama,
,212,49,Lerentee,McCray  ,OLB,"6'2?""",250,Florida,
,213,49,Emmett,Cleary  ,OT,"6'6?""",316,Boston College,
,214,49,Quinn,Sharp  ,P,"6'0¾""",189,Oklahoma State,
96,215,49,Knile,Davis,RB,"5'11?""",227,Arkansas,Kansas City
,216,49,Philip,Lutzenkirchen  ,TE,"6'3¼""",258,Auburn,
,217,49,Conner,Vernon  ,WR,"6'0¼""",196,Duke,
,218,48,Johnny,Adams  ,CB,"5'10¼""",185,Michigan State,
248,219,48,Daimion,Stafford  ,S,"5'11?""",221,Nebraska,Tennessee
148,220,48,A.J.,Klein  ,ILB,"6'1¼""",250,Iowa State,Carolina
,221,48,Ryan,Griffin  ,QB,"6'3?""",216,Tulane,
194,222,48,Spencer,Ware,RB,"5'10?""",228,LSU,Seattle
,223,48,Jake,Stoneburner  ,TE,"6'3?""",252,Ohio State,
,224,48,Alec,Lemon  ,WR,"6'1¼""",202,Syracuse,
179,225,47,Tourek,Williams  ,DE,"6'2?""",260,Florida International,Los Angeles
,226,47,Nathan,Williams  ,OLB,"6'3""",241,Ohio State,
,227,47,Matt,Furstenburg  ,TE,"6'3?""",242,Maryland,
,228,47,Marcus,Davis  ,WR,"6'3""",233,Virginia Tech,
,229,46,Josh,Johnson  ,CB,"5'9?""",199,Purdue,
175,230,46,Jamoris,Slaughter  ,S,"5'11¾""",195,Notre Dame,Cleveland
,231,46,Chris,Barker  ,OG,"6'2?""",305,Nevada,
,232,46,Cierre,Wood,RB,"5'11¼""",213,Notre Dame,
172,233,46,Nick,Kasa  ,TE,"6'5?""",269,Colorado,Las Vegas
,234,46,Theo,Riddick  ,WR,"5'10?""",201,Notre Dame,
150,235,45,Terry,Hawthorne  ,CB,"5'11¾""",195,Illinois,Pittsburgh
169,236,45,Joshua,Evans  ,S,"6'1?""",207,Florida,Jacksonville
167,237,45,Josh,Boyd  ,DT,"6'2?""",310,Mississippi State,Green Bay
,238,45,John,Wetzel  ,OT,"6'7""",315,Boston College,
184,239,45,Mychal,Rivera  ,TE,"6'3¼""",242,Tennessee,Las Vegas
210,240,44,Demetrius,McCray  ,CB,"6'0?""",187,Appalachian State,Jacksonville
200,241,44,Kapron,Lewis-Moore  ,DE,"6'3?""",298,Notre Dame,Baltimore
,242,44,Bradley,McDougald  ,S,"6'0¼""",215,Kansas,
,243,44,John,Lotulelei  ,ILB,"5'11?""",233,Unlv,
,244,44,Keith,Pough  ,OLB,"6'1¾""",239,Howard,
,245,44,Braden,Brown  ,OT,"6'5?""",310,BYU,
166,246,44,Caleb,Sturgis  ,PK,"5'9?""",188,Florida,Miami
,247,44,Ryan,Allen  ,P,"6'1½""",229,Louisiana Tech,
,248,44,T.j.,Moe  ,WR,"5'11½""",204,Missouri,
,249,43,Stephane,Milhim  ,OG,"6'3¾""",314,UMass,
180,250,43,Nick,Moody  ,OLB,"6'1""",236,Florida State,San Francisco
214,251,42,Travis,Bond  ,OG,"6'5?""",329,North Carolina,Minnesota
232,252,42,Samuel,Barrington  ,OLB,"6'0?""",246,South Florida,Green Bay
219,253,42,D.C.,Jefferson  ,TE,"6'5¾""",255,Rutgers,Arizona
,254,42,Mark,Harrison  ,WR,"6'2?""",231,Rutgers,
,255,41,Jawanza,Starling  ,S,"6'0¾""",202,USC,
205,256,41,Stacy,McGee  ,DT,"6'3¼""",308,Oklahoma,Las Vegas
215,257,41,Tommy,Bohanon  ,FB,"6'1""",246,Wake Forest,NY Jets
,258,41,Michael,Taylor  ,OLB,"6'1?""",234,Wisconsin,
,259,41,Mark,Jackson  ,OT,"6'5?""",328,Glenville State,
155,260,41,Jeff,Locke  ,P,"6'0?""",209,UCLA,Minnesota
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
