Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
56,63,79,Fili,Moala  ,DT,"6'4""",305,USC,Indianapolis
63,64,79,Cody,Brown  ,OLB,"6'2?""",244,UConn,Arizona
65,65,79,Shonn,Greene  ,RB,"5'10½""",227,Iowa,NY Jets
162,66,79,Jamon,Meredith  ,OT,"6'4?""",304,South Carolina,Green Bay
44,67,79,Pat,White  ,QB,"6'0¼""",197,West Virginia,Miami
152,68,79,James,Casey  ,TE,"6'3""",246,Rice,Houston
52,69,78,David,Veikune  ,DE,"6'2?""",257,Hawai'i,Cleveland
129,70,78,Andre,Brown  ,RB,"6'0?""",224,NC State,NY Giants
82,71,78,Derrick,Williams  ,WR,"5'11½""",194,Penn State,Detroit
36,72,77,Brian,Robiskie  ,WR,"6'2?""",209,Ohio State,Cleveland
86,73,77,Asher,Allen,CB,"5'9½""",194,Georgia,Minnesota
163,74,76,Duke,Robinson  ,OG,"6'5""",329,Oklahoma,Carolina
62,75,76,Sen'Derrick,Marks  ,DT,"6'1¾""",306,Auburn,Tennessee
97,76,76,Tyrone,McKenzie  ,OLB,"6'1?""",243,South Florida,New England
102,77,75,Donald,Washington  ,CB,"6'0¼""",198,Ohio State,Kansas City
98,78,74,Chase,Coffman  ,TE,"6'5¾""",244,Missouri,Cincinnati
67,79,74,Alex,Magee  ,DT,"6'2?""",298,Purdue,Kansas City
58,80,74,Sebastian,Vollmer  ,OT,"6'7¼""",314,Houston,New England
191,81,73,Coye,Francies  ,CB,"6'0?""",185,San Jose State,Cleveland
109,82,73,T.J.,Lang  ,OT,"6'4¼""",312,Eastern Michigan,Green Bay
120,83,72,Brandon,Williams,DE,"6'2½""",261,Texas Tech,Dallas
83,84,73,Brandon,Tate  ,WR,"5'11?""",183,North Carolina,New England
154,85,72,Marcus,Freeman  ,OLB,"6'0?""",239,Ohio State,Chicago
133,86,72,Tyronne,Green   ,OG,"6'1¾""",309,Auburn,Los Angeles
116,87,71,Chip,Vaughn  ,S,"6'1?""",221,Wake Forest,New Orleans
77,88,71,Antoine,Caldwell  ,C,"6'3¼""",309,Alabama,Houston
107,89,71,Mike,Thomas  ,WR,"5'7?""",195,Arizona,Jacksonville
74,90,71,Glen,Coffee,RB,"6'0?""",209,Alabama,San Francisco
248,91,71,Cameron,Morrah  ,TE,"6'3?""",244,California,Seattle
80,92,70,Kevin,Barnes  ,CB,"6'0¼""",187,Maryland,Washington
111,93,70,Mike,Goodson,RB,"5'11?""",208,Texas A&M,Carolina
104,94,70,Kaluka,Maiava  ,OLB,"5'11½""",229,USC,Cleveland
79,95,70,Kraig,Urbik  ,OG,"6'5?""",328,Wisconsin,Pittsburgh
150,96,70,Jasper,Brinkley  ,ILB,"6'1?""",252,South Carolina,Minnesota
,97,70,Gerald,Cadogan  ,OT,"6'5?""",309,Penn State,
244,98,70,Ricky,Jean-Francois  ,DT,"6'2?""",295,LSU,San Francisco
,99,70,Michael,Bennett  ,DE,"6'3½""",274,Texas A&M,
100,100,70,Travis,Beckum  ,TE,"6'3""",243,Wisconsin,NY Giants
48,101,69,Darcel,McBath  ,S,"6'0¼""",198,Texas Tech,Denver
185,102,69,Cedric,Peerman  ,RB,"5'9½""",216,Virginia,Baltimore
93,103,69,Corvey,Irvin  ,DT,"6'3""",301,Georgia,Carolina
136,104,68,Terrance,Taylor  ,DT,"6'0""",306,Michigan,Indianapolis
183,105,68,Cary,Harris  ,CB,"5'11?""",187,USC,Buffalo
124,106,68,Louis,Murphy  ,WR,"6'2?""",203,Florida,Las Vegas
173,107,67,Javon,Ringer  ,RB,"5'9?""",205,Michigan State,Tennessee
64,108,67,Richard,Quinn  ,TE,"6'3?""",264,North Carolina,Denver
,109,67,C.J.,Spillman  ,S,"6'0""",197,Marshall,
81,110,66,Roy,Miller  ,DT,"6'1¼""",310,Texas,Tampa Bay
99,111,66,Juaquin,Iglesias  ,WR,"6'0?""",210,Oklahoma,Chicago
137,112,66,Jason,Phillips  ,ILB,"6'0¾""",239,TCU,Baltimore
157,113,66,Victor,Harris  ,CB,"5'11¼""",198,Virginia Tech,Philadelphia
216,114,65,Captain,Munnerlyn  ,CB,"5'8½""",182,South Carolina,Carolina
140,115,65,Johnny,Knox,WR,"5'11½""",185,Abilene Christian,Chicago
250,116,65,Rashad,Jennings  ,RB,"6'1""",231,Liberty,Jacksonville
135,117,65,Troy,Kropog  ,OT,"6'5?""",309,Tulane,Tennessee
147,118,64,Nic,Harris  ,OLB,"6'2?""",234,Oklahoma,Buffalo
,119,64,Augustus,Parrish  ,OT,"6'4""",302,Kent State,
117,120,63,Kyle,Moore  ,DE,"6'5""",272,USC,Tampa Bay
165,121,63,Chris,Clemons  ,S,"6'0?""",208,Clemson,Miami
146,122,63,Scott,McKillop  ,ILB,"6'0?""",244,Pittsburgh,San Francisco
167,123,63,Herman,Johnson  ,OG,"6'7¼""",364,LSU,Arizona
195,124,63,James,Davis  ,RB,"5'11""",218,Clemson,Cleveland
228,125,63,Lydon,Murtha  ,OT,"6'7""",306,Nebraska,Detroit
85,126,63,Ramses,Barden  ,WR,"6'6""",229,Cal Poly,NY Giants
91,127,62,Deon,Butler  ,WR,"5'10?""",182,Penn State,Seattle
96,128,62,Keenan,Lewis  ,CB,"6'0?""",208,Oregon State,Pittsburgh
159,129,62,Fenuki,Tupou  ,OT,"6'5?""",314,Oregon,Philadelphia
103,130,61,Dorell,Scott  ,DT,"6'3¼""",312,Clemson,Los Angeles
,131,61,Emanuel,Cook,S,"5'9¾""",197,South Carolina,
227,132,61,Mike,Mickens  ,CB,"5'11½""",184,Cincinnati,Dallas
155,133,61,Xavier,Fulton  ,OT,"6'4¼""",302,Illinois,Tampa Bay
127,134,60,Austin,Collie,WR,"6'0?""",200,BYU,Indianapolis
,135,60,Brian,Hoyer  ,QB,"6'2""",215,Michigan State,
,136,60,Darry,Beckwith  ,ILB,"6'0?""",242,LSU,
166,137,60,Michael,Hamlin  ,S,"6'2""",214,Clemson,Dallas
,138,60,Mitch,King  ,DE,"6'1½""",280,Iowa,
,139,60,Jonathan,Casillas  ,OLB,"6'1?""",228,Wisconsin,
,140,60,Cornelius,Lewis  ,OT,"6'3½""",332,Tennessee State,
88,141,59,Lardarius,Webb  ,CB,"5'9¾""",179,Nicholls,Baltimore
235,142,59,Zack,Follett  ,OLB,"6'1?""",236,California,Detroit
,143,59,Jeremiah,Johnson  ,RB,"5'8?""",209,Oregon,
160,144,59,Brooks,Foster  ,WR,"6'0½""",211,North Carolina,Los Angeles
,145,59,Derek,Pegues  ,S,"5'9?""",199,Mississippi State,
78,146,59,Louis,Vasquez  ,OG,"6'4¾""",333,Texas Tech,Los Angeles
115,147,59,Sammie,Lee Hill ,DT,"6'3?""",329,Stillman,Detroit
,148,59,Jason,Watkins  ,OT,"6'5?""",318,Florida,
122,149,59,Anthony,Hill  ,TE,"6'5""",262,NC State,Houston
189,150,58,Kevin,Ellison  ,S,"6'0?""",227,USC,Los Angeles
106,151,58,Jonathan,Luigs  ,C,"6'3?""",301,Arkansas,Cincinnati
84,152,58,Mike,Wallace  ,WR,"6'0?""",199,Ole Miss,Pittsburgh
,153,58,Alex,Boone  ,OT,"6'7¼""",328,Ohio State,
208,154,58,John,Phillips  ,TE,"6'5?""",251,Virginia,Dallas
131,155,57,Gregory,Toler,CB,"5'11¼""",184,St. Paul's College,Arizona
,156,57,Ashlee,Palmer  ,OLB,"6'1½""",227,Ole Miss,
,157,57,Kory,Sheets  ,RB,"5'11?""",208,Purdue,
181,158,57,Andrew,Gardner  ,OT,"6'6¾""",304,Georgia Tech,Miami
92,159,56,Jerraud,Powers  ,CB,"5'9?""",188,Auburn,Indianapolis
245,160,56,Courtney,Greene  ,S,"6'0¼""",212,Rutgers,Seattle
207,161,56,Myron,Pryor,DT,"6'0¼""",319,Kentucky,New England
254,162,56,Trevor,Canfield  ,OG,"6'4½""",307,Cincinnati,Arizona
151,163,56,Rhett,Bomar  ,QB,"6'2¼""",225,Sam Houston State,NY Giants
224,164,56,Demetrius,Byrd  ,WR,"6'0¼""",199,LSU,Los Angeles
94,165,54,Ryan,Mouton  ,CB,"5'9""",187,Hawai'i,Tennessee
71,166,54,Matt,Shaughnessy  ,DE,"6'5""",266,Wisconsin,Las Vegas
128,167,54,Tony,Fiammetta  ,FB,"6'0?""",245,Syracuse,Carolina
,168,54,Dannell,Ellerbe  ,ILB,"6'1""",236,Georgia,
,169,54,Greg,Isdaner,OG,"6'3½""",325,West Virginia,
76,170,54,DeAndre,Levy  ,OLB,"6'1¾""",236,Wisconsin,Detroit
,171,54,Joel,Bell  ,OT,"6'6¾""",315,Furman,
101,172,54,Stephen,McGee  ,QB,"6'2?""",225,Texas A&M,Dallas
141,173,54,Kenny,McKinley  ,WR,"6'0?""",189,South Carolina,Denver
187,174,53,Brandon,Underwood  ,CB,"6'1""",198,Cincinnati,Green Bay
210,175,53,Vance,Walker  ,DT,"6'1?""",304,Georgia Tech,Atlanta
,176,53,Arian,Foster  ,RB,"6'0¾""",226,Tennessee,
184,177,53,Bear,Pascoe  ,TE,"6'5?""",251,Fresno State,San Francisco
144,178,53,Jarett,Dillard  ,WR,"5'10¼""",191,Rice,Jacksonville
,179,52,Anthony,Parker  ,OG,"6'1?""",297,Tennessee,
110,180,52,Victor,Butler  ,OLB,"6'1¾""",235,Oregon State,Dallas
75,181,52,Robert,Brewster  ,OT,"6'4?""",325,Ball State,Dallas
177,182,51,Don,Carey  ,CB,"5'11¼""",192,Norfolk State,Cleveland
204,183,51,Will,Davis  ,DE,"6'2?""",261,Illinois,Arizona
114,184,51,David,Bruton  ,S,"6'2""",219,Notre Dame,Denver
193,185,51,Matt,Slauson  ,OG,"6'4?""",316,Nebraska,NY Jets
222,186,51,Pat,McAfee  ,PK,"5'11½""",228,West Virginia,Indianapolis
171,187,51,Nate,Davis  ,QB,"6'1?""",226,Ball State,San Francisco
233,188,51,Sammie,Stroughter  ,WR,"5'9?""",189,Oregon State,Tampa Bay
,189,50,Tim,Jamison  ,DE,"6'2½""",256,Michigan,
219,190,50,Curtis,Taylor  ,S,"6'2¼""",209,LSU,San Francisco
,191,50,Khalif,Mitchell  ,DT,"6'5""",318,East Carolina,
,192,50,Lee,Robinson  ,OLB,"6'2¼""",6022,Alcorn State,
132,193,50,Seth,Olsen  ,OT,"6'4?""",306,Iowa,Denver
194,194,50,Brandon,Gibson  ,WR,"6'0?""",210,Washington State,Philadelphia
90,195,49,Christopher,Owens  ,CB,"5'9¾""",181,San Jose State,Atlanta
112,196,49,Glover,Quin  ,S,"6'0""",198,New Mexico,Houston
234,197,49,Darryl,Richard  ,DT,"6'2½""",303,Georgia Tech,New England
130,198,49,Gerald,McRath,ILB,"6'1?""",231,Southern Mississippi,Tennessee
,199,49,Andy,Kemp  ,OG,"6'4¾""",313,Wisconsin,
,200,49,Robert,Francois  ,OLB,"6'2½""",243,Boston College,
,201,49,Dan,Gay  ,OT,"6'3?""",308,Baylor,
,202,49,Quan,Cosby  ,WR,"5'8?""",196,Texas,
220,203,48,Ellis,Lankster  ,CB,"5'9?""",191,West Virginia,Buffalo
,204,48,Pannel,Egboh  ,DE,"6'5¾""",276,Stanford,
,205,48,Demonte',Bolden  ,DT,"6'3¼""",285,Tennessee,
,206,48,Ramon,Foster  ,OG,"6'5?""",328,Tennessee,
156,207,48,Garrett,Reynolds  ,OT,"6'7?""",309,North Carolina,Atlanta
,208,48,Louie,Sakoda  ,PK,"5'8½""",176,Utah,
,209,48,Devin,Moore  ,RB,"5'9""",191,Wyoming,
,210,48,Kevin,Ogletree  ,WR,"6'0½""",196,Virginia,
,211,47,Ian,Campbell  ,DE,"6'3?""",265,Kansas State,
,212,47,Worrell,Williams  ,ILB,"5'10¾""",240,California,
142,213,47,Kevin,Huber  ,P,"6'0?""",220,Cincinnati,Cincinnati
174,214,47,Tom,Brandstater  ,QB,"6'5""",220,Fresno State,Denver
,215,47,P.J.,Hill,RB,"5'10¼""",222,Wisconsin,
255,216,47,Dan,Gronkowski  ,TE,"6'5½""",255,Maryland,Detroit
,217,46,Ryan,Palmer  ,CB,"5'8?""",190,Texas,
,218,46,Marlon,Favorite  ,DT,"6'0?""",314,LSU,
,219,46,Travis,Bright  ,OG,"6'4¼""",321,BYU,
197,220,46,Stephen,Hodge  ,OLB,"5'11?""",234,TCU,Dallas
,221,46,Hunter,Cantwell  ,QB,"6'4?""",235,Louisville,
,222,46,Marlon,Lucky  ,RB,"5'11?""",216,Nebraska,
253,223,46,Tiquan,Underwood  ,WR,"6'1?""",184,Rutgers,Jacksonville
148,224,45,Brandon,Hughes  ,CB,"5'10½""",182,Oregon State,Los Angeles
,225,45,Andrew,Means,WR,"6'0?""",214,Indiana,
143,226,44,DeAngelo,Smith  ,CB,"5'10?""",194,Cincinnati,Dallas
105,227,44,Henry,Melton  ,DE,"6'4""",269,Texas,Chicago
,228,44,Otis,Wiley  ,S,"6'1""",197,Michigan State,
,229,44,Roger,Allen  ,OG,"6'2¾""",326,Missouri Western,
230,230,44,Moise,Fokou  ,OLB,"6'1?""",233,Maryland,Philadelphia
,231,44,Jose,Valdez  ,OT,"6'4?""",315,Arkansas,
192,232,44,Aaron,Brown  ,RB,"6'0½""",196,TCU,Detroit
179,233,43,Morgan,Trent  ,CB,"6'0?""",193,Michigan,Cincinnati
223,234,43,Troy,Nolan  ,S,"6'0½""",206,Arizona State,Houston
,235,43,Josh,Mauga  ,ILB,"6'1?""",243,Nevada,
,236,43,Graham,Harrell  ,QB,"6'2?""",223,Texas Tech,
175,237,43,Quinten,Lawrence,WR,"5'11?""",184,McNeese,Kansas City
,238,42,George,Hypolite  ,DT,"6'0?""",287,Colorado,
,239,42,Brannan,Southerland  ,FB,"6'0""",242,Georgia,
170,240,42,George,Bussey  ,OT,"6'3?""",301,Louisville,New England
172,241,42,David,Buehler  ,PK,"6'1¾""",227,USC,Dallas
,242,42,Jared,Bronson  ,TE,"6'3?""",253,Central Washington,
,243,42,Darius,Passmore  ,WR,"6'0?""",188,Marshall,
,244,41,Domonique,Johnson  ,CB,"6'1?""",197,Jackson State,
,245,41,Chris,Baker  ,DE,"6'2""",326,Hampton,
226,246,41,A.Q.,Shipley  ,C,"6'1?""",304,Penn State,Pittsburgh
,247,41,Cedric,Dockery  ,OG,"6'3¼""",314,Texas,
,248,41,Mortty,Ivy,OLB,"6'1½""",248,West Virginia,
212,249,41,Javarris,Williams  ,RB,"5'9½""",223,Tennessee State,Kansas City
,250,40,John,Parker Wilson ,QB,"6'1½""",219,Alabama,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
