Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
65,47,86,Trumaine,Johnson  ,CB,"6'1?""",204,Montana,Los Angeles
22,48,86,Brandon,Weeden  ,QB,"6'3½""",221,Oklahoma State,Cleveland
56,49,86,Mike,Adams  ,OT,"6'7¼""",323,Ohio State,Pittsburgh
49,50,86,Kendall,Reyes  ,DT,"6'4?""",299,UConn,Los Angeles
109,51,85,Alameda,Ta'amu  ,DT,"6'2½""",348,Washington,Pittsburgh
32,52,84,David,Wilson,RB,"5'9?""",206,Virginia Tech,NY Giants
36,53,84,Derek,Wolfe  ,DT,"6'5?""",295,Cincinnati,Denver
88,54,84,Nick,Foles  ,QB,"6'5""",243,Arizona,Philadelphia
64,55,83,Dwayne,Allen  ,TE,"6'3?""",255,Clemson,Indianapolis
15,56,83,Bruce,Irvin  ,OLB,"6'3""",245,West Virginia,Seattle
102,57,83,Kirk,Cousins  ,QB,"6'2?""",214,Michigan State,Washington
97,58,83,Lamar,Miller,RB,"5'10¾""",212,Miami,Miami
45,59,83,Alshon,Jeffery  ,WR,"6'2?""",216,South Carolina,Chicago
46,60,82,Mychal,Kendricks  ,ILB,"5'11?""",239,California,Philadelphia
66,61,82,Josh,Robinson,CB,"5'10?""",199,UCF,Minnesota
30,62,82,A.J.,Jenkins  ,WR,"6'0¼""",190,Illinois,San Francisco
125,63,81,Ronnell,Lewis,OLB,"6'1¾""",253,Oklahoma,Detroit
85,64,81,Dwight,Bentley  ,CB,"5'10""",182,Louisiana,Detroit
37,65,81,Mitchell,Schwartz  ,OT,"6'5?""",318,California,Cleveland
62,66,80,Casey,Hayward  ,CB,"5'11?""",192,Vanderbilt,Green Bay
61,67,79,LaMichael,James  ,RB,"5'8""",194,Oregon,San Francisco
33,68,79,Brian,Quick  ,WR,"6'3½""",220,Appalachian State,Los Angeles
72,69,79,Olivier,Vernon,DE,"6'2?""",261,Miami,Miami
76,70,79,Brandon,Brooks  ,OG,"6'4?""",353,Miami (OH),Houston
50,71,78,Isaiah,Pead  ,RB,"5'10?""",197,Cincinnati,Los Angeles
60,72,78,Kelechi,Osemele  ,OG,"6'5½""",333,Iowa State,Baltimore
73,73,78,Brandon,Taylor  ,S,"5'11?""",202,LSU,Los Angeles
52,74,78,Zach,Brown  ,OLB,"6'1¼""",244,North Carolina,Tennessee
82,75,78,Mike,Martin  ,DT,"6'1?""",306,Michigan,Tennessee
143,76,77,Josh,Norman  ,CB,"6'0¼""",197,Coastal Carolina,Carolina
123,77,76,Brandon,Boykin  ,CB,"5'9½""",182,Georgia,Philadelphia
104,78,76,Joe,Adams  ,WR,"5'10?""",179,Arkansas,Carolina
92,79,75,T.Y.,Hilton  ,WR,"5'9½""",183,Florida International,Indianapolis
81,80,75,Tyrone,Crawford  ,DE,"6'4¼""",275,Boise State,Dallas
132,81,74,Mike,Daniels  ,DT,"6'0½""",291,Iowa,Green Bay
96,82,74,Chris,Givens  ,WR,"5'11?""",198,Wake Forest,Los Angeles
116,83,73,Orson,Charles  ,TE,"6'2½""",251,Georgia,Cincinnati
47,84,73,Bobby,Wagner  ,ILB,"6'0¼""",241,Utah State,Seattle
124,85,73,Ron,Brooks  ,CB,"5'10""",190,LSU,Buffalo
,86,72,Chris,Polk,RB,"5'10½""",215,Washington,
77,87,72,Demario,Davis  ,OLB,"6'2""",235,Arkansas State,NY Jets
117,88,72,Joe,Looney  ,OG,"6'3¼""",309,Wake Forest,San Francisco
144,89,72,Zebrie,Sanders  ,OT,"6'5?""",320,Florida State,Buffalo
84,90,71,Bernard,Pierce,RB,"6'0¼""",218,Temple,Baltimore
80,91,71,Jamell,Fleming  ,CB,"5'10?""",206,Oklahoma,Arizona
219,92,71,Trevor,Guyton  ,DE,"6'2?""",285,California,Minnesota
122,93,71,Nick,Toon  ,WR,"6'1?""",215,Wisconsin,New Orleans
74,94,71,Donald,Stephenson  ,OT,"6'5½""",312,Oklahoma,Kansas City
94,95,70,Jayron,Hosley,CB,"5'10""",178,Virginia Tech,NY Giants
205,96,70,Billy,Winn  ,DT,"6'3¾""",294,Boise State,Cleveland
237,97,70,Cam,Johnson  ,DE,"6'3½""",268,Virginia,San Francisco
54,98,70,Ryan,Broyles  ,WR,"5'10?""",192,Oklahoma,Detroit
,99,70,James,Brown  ,OG,"6'3½""",306,Troy,
190,100,70,Markelle,Martin  ,S,"6'0¾""",207,Oklahoma State,Tennessee
99,101,70,Ben,Jones  ,C,"6'2?""",303,Georgia,Houston
78,102,69,Michael,Egnew  ,TE,"6'5?""",252,Missouri,Miami
242,103,69,Antonio,Allen  ,S,"6'1½""",201,South Carolina,NY Jets
75,104,69,Russell,Wilson  ,QB,"5'10?""",204,Wisconsin,Seattle
121,105,69,Keshawn,Martin  ,WR,"5'11½""",188,Michigan State,Houston
224,106,69,Alfonzo,Dennard  ,CB,"5'10""",204,Nebraska,New England
106,107,69,Robert,Turbin  ,RB,"5'10""",222,Utah State,Seattle
164,108,69,Jonathan,Massaquoi,DE,"6'2?""",264,Troy,Atlanta
83,109,68,Mohamed,Sanu,WR,"6'1½""",211,Rutgers,Cincinnati
141,110,68,Adam,Gettis  ,OG,"6'2?""",293,Iowa,Washington
250,111,68,Edwin,Baker,RB,"5'8""",204,Michigan State,Los Angeles
,112,68,Leonard,Johnson  ,CB,"5'9?""",196,Iowa State,
108,113,68,Philip,Blake  ,C,"6'2¾""",311,Baylor,Denver
131,114,68,Brandon,Mosley  ,OT,"6'5?""",314,Auburn,NY Giants
166,115,67,Marvin,Jones  ,WR,"6'1?""",191,California,Cincinnati
136,116,67,Josh,Chapman  ,DT,"6'0?""",316,Alabama,Indianapolis
110,117,66,Ladarius,Green  ,TE,"6'5¾""",238,Louisiana,Los Angeles
167,118,66,George,Iloka  ,S,"6'3?""",225,Boise State,Cincinnati
156,119,65,Shaun,Prater  ,CB,"5'10?""",190,Iowa,Cincinnati
105,120,65,Nigel,Bradham  ,OLB,"6'1?""",241,Florida State,Buffalo
194,121,65,Marvin,McNutt  ,WR,"6'2¾""",216,Iowa,Philadelphia
120,122,65,James-Michael,Johnson  ,ILB,"6'1?""",241,Nevada,Cleveland
,123,64,Chase,Minnifield  ,CB,"5'10?""",183,Virginia,
86,124,64,Sean,Spence  ,OLB,"5'11?""",231,Miami,Pittsburgh
118,125,64,Jarius,Wright  ,WR,"5'9?""",182,Arkansas,Minnesota
115,126,63,Coty,Sensabaugh  ,CB,"5'11¼""",189,Clemson,Tennessee
145,127,63,Taylor,Thompson  ,TE,"6'5?""",282,SMU,Tennessee
89,128,63,Akiem,Hicks  ,DT,"6'4?""",318,null,New Orleans
226,129,63,David,Molk  ,C,"6'0?""",298,Michigan,Los Angeles
193,130,63,Tom,Compton  ,OT,"6'4?""",313,South Dakota,Washington
186,131,63,James,Hanna  ,TE,"6'3¾""",252,Oklahoma,Dallas
146,132,62,De'quan,Menzie  ,CB,"5'10½""",195,Alabama,Kansas City
126,133,62,Jared,Crick  ,DE,"6'4¼""",279,Nebraska,Houston
79,134,62,Brandon,Hardin  ,S,"6'2?""",222,Oregon State,Chicago
113,135,62,Kyle,Wilber  ,OLB,"6'3¾""",249,Wake Forest,Dallas
,136,62,Tauren,Poole  ,RB,"5'10""",205,Tennessee,
198,137,62,Tommy,Streeter,WR,"6'4?""",219,Miami,Baltimore
,138,61,Ryan,Steed  ,CB,"5'10½""",195,Furman,
103,139,61,Frank,Alexander  ,DE,"6'3¾""",270,Oklahoma,Carolina
163,140,61,Terrell,Manning,OLB,"6'2?""",237,NC State,Green Bay
95,141,60,Tony,Bergstrom  ,OG,"6'5?""",313,Utah,Las Vegas
169,142,60,Asa,Jackson  ,CB,"5'10""",191,null,Baltimore
90,143,60,Jake,Bequette  ,DE,"6'4?""",274,Arkansas,New England
,144,60,Kelcie,Mccray  ,S,"6'1¾""",202,Arkansas State,
129,145,60,Miles,Burris  ,OLB,"6'2?""",246,San Diego State,Las Vegas
69,146,60,T.J.,Graham  ,WR,"5'11?""",188,NC State,Buffalo
245,147,59,Trevin,Wade  ,CB,"5'10?""",192,Arizona,Cleveland
192,148,59,Charles,Mitchell  ,S,"5'10¾""",202,Mississippi State,Atlanta
147,149,59,Tank,Carder  ,OLB,"6'2?""",236,TCU,Buffalo
,150,59,Matt,Reynolds  ,OT,"6'4½""",302,BYU,
67,151,59,Ronnie,Hillman,RB,"5'8¾""",200,San Diego State,Denver
152,152,59,Danny,Coale  ,WR,"5'11?""",201,Virginia Tech,Dallas
,153,58,Phillip,Thomas,S,"5'10?""",198,Syracuse,
119,154,58,Keenan,Robinson  ,OLB,"6'3?""",242,Texas,Washington
,155,58,Markus,Zusevics  ,OT,"6'5?""",303,Iowa,
174,156,57,Keith,Tandy  ,CB,"5'10""",202,West Virginia,Tampa Bay
177,157,57,Justin,Bethel  ,S,"5'11?""",200,Presbyterian College,Arizona
200,158,57,Brandon,Washington,OG,"6'2?""",320,Miami,Philadelphia
68,159,57,DeVier,Posey  ,WR,"6'1?""",211,Ohio State,Houston
,160,56,Dajohn,Harris  ,DT,"6'3?""",306,USC,
206,161,56,LaVon,Brazill  ,WR,"5'10?""",192,Ohio,Indianapolis
128,162,55,Rhett,Ellison  ,FB,"6'4?""",251,USC,Minnesota
165,163,55,Darius,Fleming  ,OLB,"6'1?""",245,Notre Dame,San Francisco
227,164,55,Rishard,Matthews  ,WR,"6'0?""",217,Nevada,Miami
,165,54,Jamie,Blatnick  ,DE,"6'3?""",263,Oklahoma State,
180,166,54,Trent,Robinson  ,S,"5'9¾""",195,Michigan State,San Francisco
71,167,54,Josh,LeRibeus  ,OG,"6'3¼""",312,SMU,Washington
223,168,54,Travis,Lewis  ,OLB,"6'1?""",246,Oklahoma,Detroit
168,169,54,Juron,Criner  ,WR,"6'2½""",224,Arizona,Las Vegas
101,170,53,Omar,Bolden  ,CB,"5'10?""",202,Arizona State,Denver
,171,53,Loni,Fangupo  ,DT,"6'0¾""",323,BYU,
,172,53,Dwight,Jones  ,WR,"6'3¼""",230,North Carolina,
155,173,52,Josh,Kaddu  ,OLB,"6'3?""",239,Oregon,Miami
100,174,52,Travis,Benjamin  ,WR,"5'10?""",172,Miami,Cleveland
,175,51,Coryell,Judie  ,CB,"5'11¾""",194,Texas A&M,
,176,51,Brett,Roy  ,DE,"6'2?""",275,Nevada,
139,177,51,Robert,Blanton  ,S,"6'0¾""",208,Notre Dame,Minnesota
114,178,51,Jaye,Howard  ,DT,"6'3""",301,Florida,Seattle
159,179,51,Chris,Rainey  ,RB,"5'8?""",180,Florida,Pittsburgh
210,180,50,Audie,Cole  ,ILB,"6'4?""",246,NC State,Minnesota
,181,50,Luke,Nix  ,OG,"6'5¼""",317,Pittsburgh,
,182,50,Tyler,Nielsen  ,OLB,"6'3?""",238,Iowa,
,183,50,Jeff,Adams  ,OT,"6'6""",306,Columbia,
182,184,50,Cyrus,Gray  ,RB,"5'10?""",206,Texas A&M,Kansas City
183,185,50,B.J.,Cunningham  ,WR,"6'1?""",211,Michigan State,Miami
137,186,49,Malik,Jackson  ,DE,"6'4¾""",284,Tennessee,Denver
,187,49,Sean,Richardson  ,S,"6'2½""",216,Vanderbilt,
,188,49,Michael,Brewster  ,C,"6'4?""",312,Ohio State,
151,189,49,Senio,Kelemete  ,OG,"6'3?""",307,Washington,Arizona
221,190,49,Nate,Potter  ,OT,"6'5?""",303,Boise State,Arizona
,191,48,Johnny,Thomas  ,S,"5'10?""",206,Oklahoma State,
107,192,48,Devon,Wylie  ,WR,"5'9¼""",187,Fresno State,Kansas City
179,193,47,Andrew,Tiller  ,OG,"6'4?""",324,Syracuse,New Orleans
214,194,47,Tim,Fugger  ,OLB,"6'3?""",248,Vanderbilt,Indianapolis
202,195,47,Terrance,Ganaway  ,RB,"5'11½""",239,Baylor,NY Jets
127,196,47,Adrien,Robinson  ,TE,"6'4?""",267,Cincinnati,NY Giants
,197,46,Eddie,Pleasant  ,S,"5'10?""",211,Oregon,
150,198,46,Rokevious,Watkins  ,OG,"6'3¾""",338,South Carolina,Los Angeles
,199,46,Bryce,Harris  ,OT,"6'5¾""",308,Fresno State,
130,200,45,Christian,Thompson  ,S,"6'0¼""",211,South Carolina State,Baltimore
,201,45,Marcus,Forston,DT,"6'1¼""",301,Miami,
241,202,45,Andrew,Datko  ,OT,"6'6""",315,Florida State,Green Bay
,203,45,Pat,Edwards  ,WR,"5'9¼""",172,Houston,
,204,44,Rennie,Moore  ,DE,"6'3""",268,Clemson,
,205,44,Antoine,Mcclain  ,OG,"6'5½""",329,Clemson,
170,206,44,Vick,Ballard  ,RB,"5'10¼""",219,Mississippi State,Indianapolis
134,207,44,Greg,Childs  ,WR,"6'3?""",219,Arkansas,Minnesota
,208,43,Janzen,Jackson,S,"5'11½""",188,McNeese,
,209,43,Brandon,Lindsey  ,OLB,"6'1?""",254,Pittsburgh,
212,210,43,Michael,Smith  ,RB,"5'8?""",206,Utah State,Tampa Bay
158,211,42,Jack,Crawford  ,DE,"6'4?""",274,Penn State,Las Vegas
181,212,42,Winston,Guy  ,S,"6'0?""",218,Kentucky,Seattle
215,213,42,Kheeston,Randall  ,DT,"6'4?""",293,Texas,Miami
160,214,42,Ryan,Miller  ,OG,"6'7¼""",321,Colorado,Cleveland
142,215,42,Brandon,Marshall  ,OLB,"6'1?""",242,Nevada,Jacksonville
,216,42,Kellen,Moore  ,QB,"6'0""",197,Boise State,
191,217,42,Dan,Herron  ,RB,"5'9¾""",213,Ohio State,Cincinnati
,218,41,Jacquies,Smith  ,DE,"6'2?""",253,Missouri,
204,219,41,Emmanuel,Acho  ,ILB,"6'1?""",238,Texas,Cleveland
,220,41,Rishaw,Johnson  ,OG,"6'3?""",313,California (PA),
,221,41,Brandon,Bolden  ,RB,"5'10?""",222,Ole Miss,
111,222,41,Evan,Rodriguez  ,TE,"6'1½""",239,Temple,Chicago
,223,41,Chris,Owusu  ,WR,"6'0?""",196,Stanford,
,224,40,Cliff,Harris,CB,"5'11?""",175,Oregon,
211,225,40,Scott,Solomon  ,DE,"6'3""",262,Rice,Tennessee
,226,40,Aaron,Henry  ,S,"5'11¾""",208,Wisconsin,
,227,40,Vaughn,Meatoga  ,DT,"6'1?""",294,Hawai'i,
,228,40,Davin,Meggett  ,RB,"5'8?""",220,Maryland,
,229,40,Gerell,Robinson  ,WR,"6'3?""",227,Arizona State,
,230,39,Donnie,Fletcher  ,CB,"6'0?""",190,Boston College,
,231,39,Duke,Ihenacho  ,S,"6'0?""",213,San Jose State,
,232,39,Emil,Igwenagu  ,FB,"6'1¼""",249,UMass,
,233,39,Jermaine,Kearse  ,WR,"6'0?""",209,Washington,
,234,38,Charles,Brown  ,CB,"5'9""",202,North Carolina,
236,235,38,DeAngelo,Tyson  ,DT,"6'2¼""",315,Georgia,Baltimore
,236,38,Derek,Dimke  ,PK,"5'10¾""",178,Illinois,
,237,38,Desmond,Wynn  ,OG,"6'5½""",303,Rutgers,
,238,38,Jeff,Fuller  ,WR,"6'4?""",223,Texas A&M,
172,239,37,Jeremy,Lane  ,CB,"5'11?""",184,Northwestern State,Seattle
,240,37,Tony,Dye  ,S,"5'10¾""",208,UCLA,
,241,37,Shawn,Loiseau  ,ILB,"6'0½""",244,Merrimack,
,242,37,Ronald,Leary  ,OG,"6'2?""",315,Memphis,
,243,37,Drew,Butler  ,P,"6'1?""",203,Georgia,
185,244,37,Ryan,Lindley  ,QB,"6'4?""",229,San Diego State,Arizona
,245,37,Marquis,Maze  ,WR,"5'8?""",186,Alabama,
,246,36,Vontaze,Burfict,ILB,"6'1?""",248,Arizona State,
234,247,36,Marcel,Jones  ,OT,"6'6?""",320,Nebraska,New Orleans
,248,36,Deangelo,Peterson  ,TE,"6'3""",243,LSU,
238,249,36,Junior,Hemingway  ,WR,"6'0?""",225,Michigan,Kansas City
87,250,35,John,Hughes  ,DT,"6'2½""",309,Cincinnati,Cleveland
140,251,35,Najee,Goode  ,ILB,"6'0?""",244,West Virginia,Tampa Bay
244,252,35,Jordan,White  ,WR,"5'11¾""",208,Western Michigan,NY Jets
,253,34,De'andre,Presley  ,CB,"5'9?""",185,Appalachian State,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
