Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
42,52,83,Marcus,Williams,S,"6'0?""",202,Utah,New Orleans
57,53,82,Zach,Cunningham,ILB,"6'3½""",234,Vanderbilt,Houston
52,54,82,DeShone,Kizer,QB,"6'4¼""",233,Notre Dame,Cleveland
49,55,81,Ryan,Anderson  ,OLB,"6'2""",253,Alabama,Washington
74,56,80,Chris,Wormley  ,DT,"6'5?""",298,Michigan,Baltimore
71,57,80,Dan,Feeney  ,OG,"6'3?""",305,Indiana,Los Angeles
45,58,80,Adam,Shaheen  ,TE,"6'6½""",278,Ashland,Chicago
51,59,80,DeMarcus,Walker  ,DE,"6'3?""",280,Florida State,Denver
78,60,80,Tim,Williams  ,OLB,"6'2?""",244,Alabama,Baltimore
53,61,80,Teez,Tabor,CB,"6'0½""",199,Florida,Detroit
64,62,79,Taylor,Moton  ,OT,"6'5¼""",319,Western Michigan,Carolina
135,63,79,Joshua,Dobbs  ,QB,"6'3?""",216,Tennessee,Pittsburgh
69,64,79,Cooper,Kupp  ,WR,"6'1?""",204,Eastern Washington,Los Angeles
43,65,79,Sidney,Jones,CB,"6'0""",186,Washington,Philadelphia
75,66,78,Duke,Riley  ,ILB,"6'0½""",232,LSU,Atlanta
145,67,78,Jake,Butt  ,TE,"6'5½""",246,Michigan,Denver
81,68,78,Fabian,Moreau  ,CB,"6'0½""",206,UCLA,Washington
171,69,77,Nathan,Peterman  ,QB,"6'2½""",226,Pittsburgh,Buffalo
83,70,77,Derek,Rivers,OLB,"6'3?""",248,Youngstown State,New England
114,71,77,Samaje,Perine,RB,"5'10?""",233,Oklahoma,Washington
76,72,77,Alex,Anzalone,ILB,"6'2?""",241,Florida,New Orleans
65,73,77,Larry,Ogunjobi  ,DT,"6'2?""",305,Charlotte,Cleveland
80,74,77,Tarell,Basham  ,DE,"6'3¾""",269,Ohio,Indianapolis
55,75,76,Dalvin,Tomlinson  ,DT,"6'2?""",310,Alabama,NY Giants
70,76,76,Pat,Elflein  ,C,"6'2?""",303,Ohio State,Minnesota
151,77,76,Desmond,King  ,CB,"5'9?""",201,Iowa,Los Angeles
54,78,76,Raekwon,McMillan,ILB,"6'1?""",240,Ohio State,Miami
150,79,76,Jordan,Leggett  ,TE,"6'5½""",258,Clemson,NY Jets
72,80,76,Taywan,Taylor  ,WR,"5'11""",203,Western Kentucky,Tennessee
58,81,75,Ethan,Pocic  ,C,"6'6""",310,LSU,Seattle
85,82,75,Antonio,Garcia  ,OT,"6'6¼""",302,Troy,New England
103,83,75,Trey,Hendrickson  ,DE,"6'4""",266,Florida Atlantic,New Orleans
149,84,75,Damontae,Kazee  ,CB,"5'10¼""",184,San Diego State,Atlanta
66,85,74,Ahkello,Witherspoon  ,CB,"6'2¾""",198,Colorado,San Francisco
86,86,74,Kareem,Hunt  ,RB,"5'10½""",216,Toledo,Kansas City
79,87,74,ArDarius,Stewart,WR,"5'11?""",204,Alabama,NY Jets
107,88,74,Kendell,Beckwith  ,ILB,"6'2¼""",243,LSU,Tampa Bay
115,89,74,Dorian,Johnson  ,OG,"6'4?""",300,Pittsburgh,Arizona
68,90,74,Dawaune,Smoot  ,DE,"6'3?""",264,Illinois,Jacksonville
59,91,74,Tanoh,Kpassagnon  ,DE,"6'6¾""",289,Villanova,Kansas City
50,92,74,Justin,Evans  ,S,"5'11?""",199,Texas A&M,Tampa Bay
77,93,73,Daeshon,Hall  ,DE,"6'5¼""",266,Texas A&M,Carolina
94,94,73,Cam,Sutton  ,CB,"5'11¼""",188,Tennessee,Pittsburgh
87,95,73,Davis,Webb  ,QB,"6'4?""",229,California,NY Giants
44,96,73,Gerald,Everett  ,TE,"6'3""",239,South Alabama,Los Angeles
91,97,73,John,Johnson  ,S,"6'0½""",208,Boston College,Los Angeles
,98,73,Lorenzo,Jerome  ,S,"5'10½""",204,St. Francis (PA),
120,99,73,Ben,Gedeon  ,ILB,"6'1¾""",244,Michigan,Minnesota
118,100,73,Mack,Hollins  ,WR,"6'4""",221,North Carolina,Philadelphia
116,101,73,Carl,Lawson,DE,"6'1¾""",261,Auburn,Cincinnati
93,102,73,Montravius,Adams  ,DT,"6'3?""",304,Auburn,Green Bay
89,103,73,D'Onta,Foreman,RB,"6'0""",233,Texas,Houston
142,104,72,Carlos,Watkins  ,DT,"6'3¼""",309,Clemson,Houston
99,105,72,Rasul,Douglas  ,CB,"6'1?""",209,West Virginia,Philadelphia
84,106,72,Chris,Godwin,WR,"6'1""",209,Penn State,Tampa Bay
201,107,72,Bucky,Hodges,TE,"6'6""",257,Virginia Tech,Minnesota
82,108,72,Carlos,Henderson,WR,"5'11""",199,Louisiana Tech,Denver
109,109,71,Jaleel,Johnson  ,DT,"6'2?""",316,Iowa,Minnesota
148,110,71,Blair,Brown  ,ILB,"5'11½""",238,Ohio,Jacksonville
128,111,71,Josh,Malone,WR,"6'2¾""",208,Tennessee,Cincinnati
106,112,71,Amara,Darboh  ,WR,"6'1?""",214,Michigan,Seattle
247,113,70,Malachi,Dupre,WR,"6'2½""",196,LSU,Green Bay
137,114,70,Zach,Banner  ,OT,"6'8?""",353,USC,Indianapolis
132,115,69,Donnel,Pumphrey  ,RB,"5'8¼""",176,San Diego State,Philadelphia
215,116,69,Brad,Kaaya,QB,"6'3?""",214,Miami,Detroit
159,117,69,Jermaine,Eluemunor  ,OT,"6'3?""",332,Texas A&M,Baltimore
,118,69,Cole,Hikutini  ,TE,"6'4?""",247,Louisville,
122,119,69,Nico,Siragusa  ,OG,"6'4¼""",319,San Diego State,Baltimore
,120,69,Keionta,Davis  ,DE,"6'3""",271,Chattanooga,
161,121,68,Anthony,Walker Jr.,ILB,"6'0?""",238,Northwestern,Indianapolis
105,122,68,James,Conner,RB,"6'1½""",233,Pittsburgh,Pittsburgh
146,123,68,George,Kittle  ,TE,"6'3¾""",247,Iowa,San Francisco
,124,68,KD,Cannon,WR,"5'11""",182,Baylor,
223,125,68,Stevie,Tu'Ikolovatu  ,DT,"6'1?""",331,USC,Tampa Bay
100,126,67,Jonnu,Smith  ,TE,"6'2?""",248,Florida International,Tennessee
90,127,67,Shaquill,Griffin  ,CB,"6'0?""",194,UCF,Seattle
130,128,67,Julien,Davenport  ,OT,"6'6¾""",318,Bucknell,Houston
164,129,67,Isaac,Asiata  ,OG,"6'3?""",323,Utah,Miami
117,130,67,Josh,Reynolds  ,WR,"6'2?""",194,Texas A&M,Los Angeles
157,131,66,Will,Holden  ,OT,"6'7½""",311,Vanderbilt,Arizona
138,132,66,Ryan,Glasgow  ,DT,"6'2?""",302,Michigan,Cincinnati
126,133,66,Howard,Wilson,CB,"6'0?""",184,Houston,Cleveland
208,134,65,Rudy,Ford  ,S,"5'11?""",205,Auburn,Arizona
108,135,65,Vince,Biegel  ,OLB,"6'3¼""",246,Wisconsin,Green Bay
101,136,65,Brendan,Langley  ,CB,"6'0?""",201,Lamar,Denver
152,137,64,Corn,Elder  ,CB,"5'9?""",183,Miami,Carolina
97,138,63,Cordrea,Tankersley  ,CB,"6'1¼""",199,Clemson,Miami
133,139,63,Ryan,Switzer  ,WR,"5'8½""",181,North Carolina,Dallas
252,140,63,Matthew,Dayes  ,RB,"5'8?""",205,NC State,Cleveland
214,141,63,Elijah,Qualls,DT,"6'0?""",313,Washington,Philadelphia
166,142,62,Shelton,Gibson,WR,"5'10¾""",191,West Virginia,Philadelphia
134,143,62,Jamaal,Williams  ,RB,"6'0?""",212,BYU,Green Bay
158,144,62,Nate,Hairston  ,CB,"5'11?""",196,Temple,Indianapolis
112,145,62,Eddie,Jackson  ,S,"6'0?""",201,Alabama,Chicago
189,146,62,Tanzel,Smart  ,DT,"6'0?""",296,Tulane,Los Angeles
123,147,61,Montae,Nicholson,S,"6'2?""",212,Michigan State,Washington
143,148,61,Marlon,Mack,RB,"5'11?""",213,South Florida,Indianapolis
88,149,61,Eddie,Vanderdoes,DT,"6'3?""",305,UCLA,Las Vegas
160,150,61,Roderick,Johnson,OT,"6'6¾""",298,Florida State,Cleveland
194,151,60,Vincent,Taylor,DT,"6'2?""",304,Oklahoma State,Miami
172,152,60,Isaiah,McKenzie,WR,"5'7½""",173,Georgia,Denver
162,153,60,Jeremy,McNichols,RB,"5'8?""",214,Boise State,Tampa Bay
,154,60,Aviante,Collins  ,OT,"6'4?""",295,TCU,
,155,59,Tyler,Orlosky  ,C,"6'3?""",298,West Virginia,
104,156,59,C.J.,Beathard  ,QB,"6'2½""",219,Iowa,San Francisco
227,157,59,Josh,Carraway  ,OLB,"6'3""",242,TCU,Tennessee
179,158,59,T.J.,Logan  ,RB,"5'9½""",196,North Carolina,Arizona
139,159,59,Jehu,Chesson  ,WR,"6'2?""",204,Michigan,Kansas City
200,160,59,Adam,Bisnowaty  ,OG,"6'5?""",304,Pittsburgh,NY Giants
113,161,59,Rayshawn,Jenkins  ,S,"6'1""",214,Miami,Los Angeles
198,162,59,D.J.,Jones  ,DT,"6'0?""",319,Ole Miss,San Francisco
141,163,58,Chad,Hansen,WR,"6'1?""",202,California,NY Jets
,164,58,Jessamen,Dunker  ,OT,"6'4¼""",318,Tennessee State,
216,165,58,Marquez,White  ,CB,"5'11¾""",194,Florida State,Dallas
140,166,58,Wayne,Gallman,RB,"6'0½""",215,Clemson,NY Giants
205,167,58,Jeremiah,Ledbetter  ,DE,"6'3?""",280,Arkansas,Detroit
129,168,58,David,Sharpe,OG,"6'6¼""",343,Florida,Las Vegas
,169,58,Jon,Toth  ,C,"6'4?""",307,Kentucky,
154,170,58,Jeremy,Sprinkle  ,TE,"6'4?""",252,Arkansas,Washington
,171,57,Jadar,Johnson  ,S,"6'0?""",206,Clemson,
,172,57,Carroll,Phillips  ,OLB,"6'3¼""",242,Illinois,
127,173,57,Michael,Roberts  ,TE,"6'4?""",270,Toledo,Detroit
,174,56,Jarron,Jones  ,DT,"6'5¾""",316,Notre Dame,
,175,56,Damien,Mama,OG,"6'3½""",334,USC,
131,176,56,Deatrich,Wise Jr. ,DE,"6'5¼""",274,Arkansas,New England
230,177,56,Josh,Harvey-Clemons  ,S,"6'4¼""",217,Louisville,Washington
209,178,56,Robert,Davis  ,WR,"6'2?""",219,Georgia State,Washington
173,179,55,Brian,Allen  ,CB,"6'3?""",215,Utah,Pittsburgh
136,180,55,Sean,Harlow  ,C,"6'4?""",303,Oregon State,Atlanta
225,181,55,Isaac,Rochell  ,DE,"6'4¼""",280,Notre Dame,Los Angeles
,182,55,Amba,Etta-Tawo  ,WR,"6'1¼""",208,Syracuse,
,183,54,Bug,Howard  ,WR,"6'4?""",221,North Carolina,
121,184,54,Joe,Williams  ,RB,"5'11""",210,Utah,San Francisco
,185,54,Devonte,Fields  ,DE,"6'2½""",236,Louisville,
,186,53,Fred,Ross  ,WR,"6'0¾""",213,Mississippi State,
174,187,53,Eric,Saubert  ,TE,"6'4¾""",253,Drake,Atlanta
110,188,52,Dede,Westbrook  ,WR,"5'11?""",178,Oklahoma,Jacksonville
156,189,52,Brian,Hill,RB,"6'1""",219,Wyoming,Atlanta
,190,51,Ben,Braden  ,OG,"6'6½""",329,Michigan,
211,191,51,Conor,McDermott  ,OT,"6'8?""",307,UCLA,New England
184,192,51,Nathan,Gerry  ,S,"6'1?""",218,Nebraska,Philadelphia
124,193,51,Jalen,Reeves-Maybin  ,OLB,"6'0?""",230,Tennessee,Detroit
175,194,51,Deangelo,Yancey  ,WR,"6'1?""",220,Purdue,Green Bay
199,195,51,Chase,Roullier  ,C,"6'3?""",312,Wyoming,Washington
188,196,50,Elijah,McGuire  ,RB,"5'9¾""",214,Louisiana,NY Jets
234,197,50,Ejuan,Price  ,OLB,"5'11?""",241,Pittsburgh,Los Angeles
243,198,50,Kyle,Fuller  ,C,"6'4¾""",307,Baylor,Houston
220,199,50,Ifeadi,Odenigbo  ,DE,"6'3""",258,Northwestern,Minnesota
102,200,50,Nazair,Jones,DT,"6'5?""",304,North Carolina,Seattle
96,201,50,Kenny,Golladay  ,WR,"6'4""",218,Northern Illinois,Detroit
,202,50,Scott,Orndoff  ,TE,"6'4?""",253,Pittsburgh,
95,203,49,Delano,Hill  ,S,"6'0¾""",216,Michigan,Seattle
,204,49,Charles,Walker,DT,"6'1?""",310,Oklahoma,
147,205,49,Jordan,Morgan  ,OG,"6'2?""",309,Kutztown,Chicago
,206,49,Travin,Dural  ,WR,"6'0¾""",202,LSU,
,207,49,Corey,Clement  ,RB,"5'10?""",220,Wisconsin,
,208,49,Ashton,Lampkin  ,CB,"6'0¼""",189,Oklahoma State,
,209,49,Praise,Martin-Oguike  ,DE,"6'0?""",258,Temple,
,210,49,Chad,Wheeler  ,OT,"6'7""",306,USC,
,211,49,Speedy,Noil,WR,"5'10?""",199,Texas A&M,
,212,48,Damarius,Travis  ,S,"6'0?""",206,Minnesota,
98,213,48,Chad,Williams  ,WR,"6'0½""",207,Grambling,Arizona
180,214,48,Danny,Isidora  ,OG,"6'3?""",306,Miami,Minnesota
,215,48,Zach,Pascal  ,WR,"6'1?""",219,Old Dominion,
190,216,48,Sam,Tevi  ,OT,"6'5?""",311,Utah,Los Angeles
,217,48,Tashawn,Bower  ,OLB,"6'4¾""",250,LSU,
237,218,47,Isaiah,Ford,WR,"6'1""",194,Virginia Tech,Miami
,219,47,Bryan,Cox  ,OLB,"6'2?""",265,Florida,
,220,47,Ken,Ekanem  ,DE,"6'2¾""",257,Virginia Tech,
,221,47,Michael,Rector  ,WR,"6'0½""",193,Stanford,
,222,46,Dare,Ogunbowale  ,RB,"5'10¾""",213,Wisconsin,
,223,46,Garrett,Sickels,DE,"6'3½""",261,Penn State,
244,224,46,Treyvon,Hester  ,DT,"6'2?""",300,Toledo,Las Vegas
183,225,46,Ukeme,Eligwe,ILB,"6'1?""",234,Georgia Southern,Kansas City
239,226,46,Noah,Brown,WR,"6'1¾""",222,Ohio State,Dallas
,227,45,Marcus,Oliver,ILB,"6'1""",240,Indiana,
219,228,45,Stacy,Coley  ,WR,"5'11?""",195,Miami,Minnesota
163,229,45,Matt,Milano  ,OLB,"6'0½""",223,Boston College,Buffalo
196,230,45,Al-Quadin,Muhammad,DE,"6'3½""",253,Miami,New Orleans
,231,45,De'Veon,Smith  ,RB,"5'10?""",223,Michigan,
,232,44,Billy,Brown,TE,"6'3¾""",255,Shepherd,
,233,44,Keith,Kelsey  ,ILB,"6'0?""",233,Louisville,
203,234,44,De'Angelo,Henderson  ,RB,"5'7½""",208,Coastal Carolina,Denver
217,235,44,Corey,Levin  ,OG,"6'3?""",307,Chattanooga,Tennessee
210,236,44,Justin,Senior  ,OT,"6'4?""",331,Mississippi State,Seattle
,237,44,Jerome,Lane,WR,"6'2½""",226,Akron,
,238,44,A.J.,Jefferson  ,DE,"6'2½""",280,Mississippi State,
,239,44,James,Quick  ,WR,"5'11?""",186,Louisville,
,240,43,Krishawn,Hogan  ,WR,"6'3""",222,,
167,241,43,Avery,Moss  ,DE,"6'3?""",264,Youngstown State,NY Giants
,242,43,DeAngelo,Brown  ,DT,"6'0?""",302,Louisville,
187,243,43,Mike,Tyson  ,S,"6'1?""",204,Cincinnati,Seattle
,244,43,Collin,Buchanan  ,OT,"6'4¾""",316,Miami (OH),
169,245,43,Treston,Decoud,CB,"6'1?""",206,Oregon State,Houston
119,246,43,Tarik,Cohen  ,RB,"5'6½""",179,North Carolina A&T,Chicago
,247,43,Damore'ea,Stringfellow,WR,"6'1?""",218,Ole Miss,
,248,42,Avery,Gennesy  ,OT,"6'3½""",318,Texas A&M,
222,249,42,Jalen,Myrick  ,CB,"5'9?""",200,Minnesota,Jacksonville
,250,42,Hardy,Nickerson  ,ILB,"5'11?""",232,Illinois,
,251,42,Jamari,Staples,WR,"6'2?""",195,Louisville,
221,252,42,Shalom,Luani  ,S,"5'11?""",202,Washington State,Las Vegas
,253,41,Travis,Rudolph,WR,"5'11¾""",189,Florida State,
,254,41,Quincy,Adeboyejo  ,WR,"6'2?""",197,Ole Miss,
195,255,41,Tanner,Vallejo  ,OLB,"6'1¼""",228,Boise State,Buffalo
,256,41,Cethan,Carter  ,TE,"6'3¼""",241,Nebraska,
,257,41,Noble,Nwachukwu  ,DE,"6'1?""",268,West Virginia,
,258,41,Cameron,Lee  ,OG,"6'4¾""",312,Illinois State,
,259,41,Will,Likely  ,CB,"5'6?""",180,Maryland,
176,260,40,J.J.,Dielman  ,C,"6'4?""",309,Utah,Cincinnati
,261,40,Artavis,Scott,WR,"5'10?""",193,Clemson,
,262,40,Jermaine,Grace  ,OLB,"6'0?""",223,Miami,
,263,40,Jahad,Thomas  ,RB,"5'9¾""",190,Temple,
,263,20,Aris,Scott  ,WR,"6'2""",218,Delaware State,
,264,40,Greg,Pyke  ,OG,"6'4?""",330,Georgia,
,265,40,Harvey,Langi  ,ILB,"6'1?""",251,BYU,
177,266,40,Trent,Taylor  ,WR,"5'8""",181,Louisiana Tech,San Francisco
111,267,39,Tedric,Thompson  ,S,"6'0""",204,Colorado,Seattle
168,268,39,Marquel,Lee  ,OLB,"6'3¼""",240,Wake Forest,Las Vegas
,269,39,Ricky,Seals-Jones,WR,"6'4?""",243,Texas A&M,
,270,39,Jason,Croom  ,TE,"6'4¼""",252,Tennessee,
,271,39,Connor,Harris  ,ILB,"5'11?""",242,Lindenwood,
,272,39,Cameron,Johnston  ,P,"5'11""",194,Ohio State,
,273,39,Kyle,Kalis  ,OG,"6'4¼""",306,Michigan,
,274,39,Devine,Redding,RB,"5'8¼""",205,Indiana,
,275,39,Cameron,Tom  ,C,"6'3¾""",300,Southern Mississippi,
,276,39,Channing,Stribling  ,CB,"6'1¼""",188,Michigan,
,277,38,Rushel,Shell  ,RB,"5'9?""",227,West Virginia,
,278,38,Ben,Boulware  ,ILB,"6'0""",238,Clemson,
,279,38,Caleb,Peterson  ,OG,"6'3?""",300,North Carolina,
,280,38,Sojourn,Shelton  ,CB,"5'9""",177,Wisconsin,
,281,38,Ahmad,Thomas  ,S,"6'0""",214,Oklahoma,
,282,38,Blake,Jarwin  ,TE,"6'5?""",246,Oklahoma State,
,283,38,Keevan,Lucas  ,WR,"5'9?""",192,Tulsa,
,284,38,Jerry,Ugokwe  ,OT,"6'7?""",321,William & Mary,
,285,38,Freddie,Stevenson  ,FB,"6'0½""",234,Florida State,
,286,37,Gabe,Marks  ,WR,"5'11""",189,Washington State,
,287,37,Riley,Bullough  ,ILB,"6'1?""",226,Michigan State,
186,288,37,Chuck,Clark  ,S,"6'0""",208,Virginia Tech,Baltimore
242,289,37,Elijah,Hood,RB,"5'11?""",232,North Carolina,Las Vegas
,290,37,Darrell,Daniels  ,TE,"6'3¼""",247,Washington,
206,291,37,Sam,Rogers  ,FB,"5'10¼""",231,Virginia Tech,Los Angeles
,292,37,Ezra,Robinson  ,CB,"5'11""",189,Tennessee State,
,293,37,Nate,Theaker  ,OG,"6'4¾""",315,null,
,294,37,Steven,Taylor  ,OLB,"6'0½""",228,Houston,
,295,37,Corey,Vereen  ,DE,"6'1?""",254,Tennessee,
,296,36,Jamal,Carter  ,S,"6'0?""",218,Miami,
,297,36,Chunky,Clements  ,DT,"6'2?""",301,Illinois,
,298,36,Brooks,Ellis  ,ILB,"6'1?""",240,Arkansas,
,299,36,Keon,Hatcher  ,WR,"6'1¼""",212,Arkansas,
182,300,36,Aaron,Jones,RB,"5'9½""",208,UTEP,Green Bay
,301,36,Lewis,Neal  ,DE,"6'0½""",261,LSU,
,302,36,Dan,Skipper  ,OT,"6'9?""",309,Arkansas,
170,303,35,Rodney,Adams  ,WR,"6'1¼""",189,South Florida,Minnesota
,304,35,Fadol,Brown  ,DE,"6'3¾""",273,Ole Miss,
,305,35,Demetrious,Cox  ,S,"5'11?""",200,Michigan State,
,306,35,Javarius,Leamon  ,OT,"6'7?""",332,South Carolina State,
,307,35,Cole,Luke  ,CB,"5'11¼""",198,Notre Dame,
,308,35,Alek,Torgersen  ,QB,"6'2?""",218,Pennsylvania,
,309,35,Dymonte,Thomas  ,S,"5'11¼""",194,Michigan,
,310,35,Kevin,Davis  ,ILB,"6'1?""",235,Colorado State,
,311,34,Erik,Austell  ,OT,"6'3¼""",301,Charleston Southern,
,312,34,Orion,Stewart  ,S,"6'0¼""",203,Baylor,
,313,34,Ethan,Cooper  ,OG,"6'2½""",322,null,
202,314,34,Pita,Taumoepenu  ,DE,"6'1¼""",243,Utah,San Francisco
,315,34,Conrad,Ukropina  ,PK,"5'11?""",190,Stanford,
,316,34,Noel,Thomas  ,WR,"6'0½""",205,UConn,
144,317,34,Grover,Stewart  ,DT,"6'4?""",334,Albany State (GA),Indianapolis
,318,34,Justin,Vogel  ,P,"6'4½""",219,Miami,
,319,34,Stanley,Williams,RB,"5'7½""",190,Kentucky,
181,320,33,Dylan,Donahue,DE,"6'2?""",248,West Georgia,NY Jets
224,321,33,Zane,Gonzalez  ,PK,"6'0½""",202,Arizona State,Cleveland
232,322,33,Elijah,Lee,OLB,"6'2½""",229,Kansas State,Minnesota
,323,33,Kermit,Whitfield  ,WR,"5'7¾""",185,Florida State,
,324,33,Jordan,Sterns  ,S,"5'11""",198,Oklahoma State,
,325,32,Levon,Myers  ,OT,"6'4¾""",309,Northern Illinois,
,326,32,Toby,Baker  ,P,"6'3?""",210,Arkansas,
,327,32,Victor,Bolden  ,WR,"5'8?""",178,Oregon State,
253,328,32,Chad,Kelly  ,QB,"6'1¾""",228,Ole Miss,Denver
153,329,32,Jake,Elliott  ,PK,"5'9¼""",167,Memphis,Cincinnati
,330,32,Drew,Morgan  ,WR,"5'11?""",190,Arkansas,
,331,32,Adam,Pankey  ,OG,"6'4¾""",307,West Virginia,
,332,31,Jalen,Robinette  ,WR,"6'2?""",220,Air Force,
,333,31,David,Jones  ,S,"6'1?""",205,Richmond,
,334,31,Pharaoh,Brown  ,TE,"6'5?""",255,Oregon,
,335,31,Daniel,Brunskill  ,C,"6'5?""",273,San Diego State,
,336,31,Hunter,Dimick  ,DE,"6'3""",268,Utah,
197,337,31,Jeremy,Clark  ,CB,"6'3?""",220,Michigan,NY Jets
,338,31,Mitch,Leidner  ,QB,"6'3½""",226,Minnesota,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
