Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
38,56,82,Ronald,Jones II,RB,"5'11""",205,USC,Tampa Bay
37,57,82,Braden,Smith  ,OG,"6'6¼""",315,Auburn,Indianapolis
69,58,81,B.J.,Hill  ,DT,"6'3¼""",311,NC State,NY Giants
72,59,80,Nathan,Shepherd  ,DT,"6'3¾""",315,Fort Hays State,NY Jets
75,60,79,Derrick,Nnadi  ,DT,"6'1""",317,Florida State,Kansas City
140,61,79,Mo,Hurst  ,DT,"6'1¼""",292,Michigan,Las Vegas
76,62,79,Mason,Rudolph  ,QB,"6'4?""",235,Oklahoma State,Pittsburgh
79,63,79,Rasheem,Green,DE,"6'4¼""",275,USC,Seattle
74,64,79,Geron,Christian,OT,"6'5?""",298,Louisville,Washington
77,65,78,Sam,Hubbard,DE,"6'5?""",270,Ohio State,Cincinnati
108,66,78,Kyle,Lauletta  ,QB,"6'2?""",222,Richmond,NY Giants
36,67,78,Darius,Leonard  ,OLB,"6'2""",234,South Carolina State,Indianapolis
73,68,78,Jerome,Baker,OLB,"6'1?""",229,Ohio State,Miami
62,69,77,Brian,O'Neill,OT,"6'6?""",297,Pittsburgh,Minnesota
56,70,77,Duke,Dawson  ,CB,"5'10?""",197,Florida,New England
44,71,77,Dante,Pettis  ,WR,"6'0½""",186,Washington,San Francisco
130,72,77,Josh,Sweat,DE,"6'4¾""",251,Florida State,Philadelphia
52,73,76,Kemoko,Turay  ,DE,"6'4?""",253,Rutgers,Indianapolis
,74,76,Holton,Hill,CB,"6'1?""",196,Texas,
46,75,76,Breeland,Speaks,DE,"6'2?""",283,Ole Miss,Kansas City
83,76,76,Orlando,Brown,OT,"6'7?""",345,Oklahoma,Baltimore
90,77,75,Deadrin,Senat  ,DT,"6'0""",314,South Florida,Atlanta
78,78,75,Malik,Jefferson,OLB,"6'2¼""",236,Texas,Cincinnati
43,79,75,Kerryon,Johnson,RB,"5'11½""",213,Auburn,Detroit
86,80,75,Mark,Andrews,TE,"6'5?""",256,Oklahoma,Baltimore
28,81,74,Terrell,Edmunds,S,"6'0½""",217,Virginia Tech,Pittsburgh
113,82,74,DaeSean,Hamilton  ,WR,"6'0?""",203,Penn State,Denver
63,83,74,Carlton,Davis,CB,"6'1""",206,Auburn,Tampa Bay
118,84,74,Anthony,Averett  ,CB,"5'11?""",183,Alabama,Baltimore
110,85,73,Nick,Nelson,CB,"5'10?""",200,Wisconsin,Las Vegas
91,86,73,Tre'Quan,Smith,WR,"6'2""",210,UCF,New Orleans
88,87,73,Oren,Burks  ,OLB,"6'3?""",233,Vanderbilt,Green Bay
80,88,73,Martinas,Rankin  ,C,"6'4?""",308,Mississippi State,Houston
102,89,73,Jalyn,Holmes  ,DE,"6'4?""",283,Ohio State,Minnesota
71,90,73,Royce,Freeman  ,RB,"5'11½""",229,Oregon,Denver
106,91,72,Josey,Jewell  ,ILB,"6'1""",234,Iowa,Denver
53,92,72,M.J.,Stewart  ,CB,"5'10?""",200,North Carolina,Tampa Bay
107,93,72,Chris,Herndon  ,TE,"6'3¾""",253,Miami,NY Jets
97,94,72,Mason,Cole  ,C,"6'4?""",305,Michigan,Arizona
160,95,71,Obo,Okoronkwo  ,OLB,"6'1?""",253,Oklahoma,Los Angeles
199,96,71,Luke,Falk  ,QB,"6'3?""",215,Washington State,Tennessee
112,97,71,Mark,Walton,RB,"5'9?""",202,Miami,Cincinnati
70,98,71,Fred,Warner  ,ILB,"6'3?""",236,BYU,San Francisco
64,99,71,Tyquan,Lewis  ,DE,"6'3¼""",269,Ohio State,Indianapolis
89,100,71,Joe,Noteboom  ,OT,"6'5""",309,TCU,Los Angeles
101,101,71,Ian,Thomas  ,TE,"6'3?""",259,Indiana,Carolina
138,102,71,Cole,Madison  ,OT,"6'5""",313,Washington State,Green Bay
,103,71,Desmond,Harrison  ,OT,"6'6""",292,West Georgia,
159,104,70,Daurice,Fountain  ,WR,"6'1?""",209,Northern Iowa,Indianapolis
149,105,70,Michael,Dickson,P,"6'3""",205,Texas,Seattle
163,106,70,Tim,Settle,DT,"6'2¾""",329,Virginia Tech,Washington
185,107,70,Deon,Cain,WR,"6'1?""",202,Clemson,Indianapolis
168,108,69,Jamarco,Jones  ,OT,"6'4""",299,Ohio State,Seattle
,109,69,Allen,Lazard  ,WR,"6'5""",225,Iowa State,
81,110,69,Michael,Gallup  ,WR,"6'0¾""",205,Colorado State,Dallas
85,111,69,Rashaan,Gaulden,CB,"6'0¾""",197,Tennessee,Carolina
104,112,69,Nyheim,Hines,RB,"5'8?""",198,NC State,Indianapolis
148,113,69,Marcus,Allen  ,S,"6'2?""",215,Penn State,Pittsburgh
92,114,69,Chukwuma,Okorafor  ,OT,"6'6""",320,Western Michigan,Pittsburgh
139,115,68,RJ,McIntosh,DT,"6'4½""",286,Miami,NY Giants
119,116,68,Kyzir,White  ,S,"6'1?""",218,West Virginia,Los Angeles
179,117,68,Parry,Nickerson  ,CB,"5'10?""",182,Tulane,NY Jets
109,118,68,Troy,Apke  ,S,"6'1¼""",200,Penn State,Washington
105,119,68,Antonio,Callaway,WR,"5'10?""",200,Florida,Cleveland
171,120,68,Mike,White  ,QB,"6'4?""",224,Western Kentucky,Dallas
131,121,68,Kalen,Ballage  ,RB,"6'1½""",228,Arizona State,Miami
99,122,68,Isaac,Yiadom  ,CB,"6'0?""",190,Boston College,Denver
87,123,68,Arden,Key,DE,"6'4?""",238,LSU,Las Vegas
129,124,67,Will,Richardson,OT,"6'5?""",306,NC State,Jacksonville
162,125,67,Jordan,Lasley,WR,"6'1""",203,UCLA,Baltimore
95,126,67,Tarvarius,Moore  ,S,"6'0?""",189,Southern Mississippi,San Francisco
158,127,67,Andrew,Brown  ,DE,"6'3?""",296,Virginia,Cincinnati
180,128,67,Folorunso,Fatukasi  ,DT,"6'3¾""",318,UConn,NY Jets
103,129,67,Keke,Coutee,WR,"5'9¾""",181,Texas Tech,Houston
190,130,67,DeShon,Elliott,S,"6'0?""",210,Texas,Baltimore
125,131,66,Avonte,Maddox  ,CB,"5'9?""",184,Pittsburgh,Philadelphia
114,132,65,Da'Shawn,Hand  ,DE,"6'3?""",297,Alabama,Detroit
147,133,65,Micah,Kiser  ,ILB,"6'0?""",238,Virginia,Los Angeles
208,134,65,Cedrick,Wilson  ,WR,"6'2""",188,Boise State,Dallas
,135,65,Kevin,Toliver,CB,"6'2""",192,LSU,
206,136,65,Matt,Pryor  ,OT,"6'7""",358,TCU,Philadelphia
166,137,64,Wyatt,Teller  ,OG,"6'4½""",301,Virginia Tech,Buffalo
65,138,64,Brandon,Parker  ,OT,"6'7?""",305,North Carolina A&T,Las Vegas
207,139,64,Equanimeous,St. Brown,WR,"6'4¾""",214,Notre Dame,Green Bay
,140,64,J.C.,Jackson,CB,"5'9¾""",201,Maryland,
,141,63,Hercules,Mata'afa,DT,"6'2¼""",254,Washington State,
150,142,63,Genard,Avery  ,ILB,"6'0½""",248,Memphis,Cleveland
121,143,63,Taron,Johnson  ,CB,"5'11?""",192,Weber State,Buffalo
,144,62,Akrum,Wadley  ,RB,"5'9?""",194,Iowa,
,145,62,Tarvarus,McFadden,CB,"6'2¼""",204,Florida State,
82,146,62,Tracy,Walker  ,S,"6'0?""",206,Louisiana,Detroit
157,147,62,Tyler,Conklin  ,TE,"6'3""",254,Central Michigan,Minnesota
196,148,61,Tremon,Smith  ,CB,"5'10¾""",183,Central Arkansas,Kansas City
100,149,61,Dorian,O'Daniel  ,OLB,"6'0?""",223,Clemson,Kansas City
84,150,61,Justin,Jones  ,DT,"6'2½""",309,NC State,Los Angeles
155,151,61,Scott,Quessenberry  ,C,"6'4""",315,UCLA,Los Angeles
98,152,61,Jordan,Akins  ,TE,"6'3""",249,UCF,Houston
256,153,61,Trey,Quinn,WR,"5'11?""",203,SMU,Washington
124,154,61,Armani,Watts  ,S,"5'10½""",202,Texas A&M,Kansas City
142,155,60,D.J.,Reed,CB,"5'9""",186,Kansas State,San Francisco
,156,60,Jeff,Holland,OLB,"6'1?""",242,Auburn,
57,157,60,P.J.,Hall  ,DT,"6'0¼""",295,Sam Houston State,Las Vegas
167,158,60,Daniel,Carlson  ,PK,"6'5¼""",213,Auburn,Minnesota
176,159,60,John,Kelly,RB,"5'9?""",216,Tennessee,Los Angeles
120,160,59,Will,Dissly  ,TE,"6'3¾""",262,Washington,Seattle
116,161,59,Dorance,Armstrong Jr.,DE,"6'3?""",257,Kansas,Dallas
67,162,59,Chad,Thomas  ,DE,"6'5""",281,Miami,Cleveland
145,163,59,Bilal,Nichols  ,DT,"6'3¾""",306,Delaware,Chicago
94,164,59,Alex,Cappa  ,OT,"6'5¾""",305,Humboldt State,Tampa Bay
236,165,59,Bo,Scarbrough,RB,"6'1?""",228,Alabama,Dallas
170,166,59,Darius,Phillips  ,CB,"5'9?""",193,Western Michigan,Cincinnati
164,167,59,Natrell,Jamerson  ,S,"5'10?""",201,Wisconsin,New Orleans
156,168,58,Troy,Fumagalli  ,TE,"6'4¾""",247,Wisconsin,Denver
,169,58,Trenton,Thompson,DT,"6'2?""",288,Georgia,
177,170,58,Duke,Ejiofor  ,DE,"6'3?""",267,Wake Forest,Houston
165,171,58,Jaylen,Samuels  ,FB,"5'11½""",225,NC State,Pittsburgh
213,172,58,Colby,Gossett  ,OG,"6'4?""",315,Appalachian State,Minnesota
,173,58,Simmie,Cobbs,WR,"6'3?""",220,Indiana,
141,174,58,Shaquem,Griffin  ,OLB,"6'0?""",227,UCF,Seattle
,175,58,Danny,Johnson  ,CB,"5'9¼""",181,Southern,
,176,58,Kameron,Kelly  ,S,"6'1?""",204,San Diego State,
,177,57,Sean,Welsh  ,OG,"6'3""",300,Iowa,
250,178,57,Ryan,Izzo,TE,"6'4?""",256,Florida State,New England
178,179,57,Christian,Sam,OLB,"6'1""",244,Arizona State,New England
183,180,56,Sam,Jones,OG,"6'4?""",290,Arizona State,Denver
137,181,56,Dalton,Schultz  ,TE,"6'5?""",244,Stanford,Dallas
154,182,56,Siran,Neal  ,CB,"6'0""",206,Jacksonville State,Buffalo
230,183,56,Leon,Jacobs  ,OLB,"6'1?""",246,Wisconsin,Jacksonville
251,184,56,Justin,Jackson  ,RB,"6'0""",193,Northwestern,Los Angeles
228,185,56,Marcell,Ateman  ,WR,"6'4½""",216,Oklahoma State,Las Vegas
123,186,55,Durham,Smythe  ,TE,"6'5?""",253,Notre Dame,Miami
182,187,55,Chris,Campbell  ,CB,"6'0¾""",195,Penn State,Arizona
,188,55,Godwin,Igwebuike  ,S,"5'11?""",213,Northwestern,
,189,55,Davin,Bellamy  ,OLB,"6'3¾""",255,Georgia,
,190,55,Nick,DeLuca  ,ILB,"6'2?""",251,North Dakota State,
,191,55,Toby,Weathersby,OT,"6'4?""",317,LSU,
253,192,55,Auden,Tate,WR,"6'4?""",228,Florida State,Cincinnati
,193,54,Chandon,Sullivan  ,CB,"5'10¾""",194,Georgia State,
,194,54,Tegray,Scales  ,OLB,"6'0?""",230,Indiana,
128,195,54,Kentavius,Street  ,DE,"6'2¼""",280,NC State,San Francisco
,196,54,Josh,Adams,RB,"6'1?""",213,Notre Dame,
111,197,53,Brian,Allen  ,C,"6'1""",300,Michigan State,Los Angeles
,198,53,D'Montre,Wade  ,CB,"5'11?""",206,Murray State,
,199,53,James,Hearns  ,OLB,"6'2½""",239,Louisville,
218,200,53,Ade,Aruna  ,DE,"6'4?""",262,Tulane,Minnesota
,201,52,Grant,Haley  ,CB,"5'9¼""",190,Penn State,
181,202,52,Kylie,Fitts  ,DE,"6'3¾""",263,Utah,Chicago
,203,52,Stephen,Roberts  ,S,"5'11¼""",186,Auburn,
,204,52,Timon,Parris  ,OT,"6'6""",320,Stony Brook,
,205,52,Deontay,Burnett,WR,"5'11?""",186,USC,
,206,51,Jeromy,Irwin  ,OG,"6'4¾""",292,Colorado,
189,207,51,Kamrin,Moore  ,CB,"5'10½""",202,Boston College,New Orleans
,208,51,Quin,Blanding  ,S,"6'2""",207,Virginia,
202,209,51,Jack,Cichy  ,ILB,"6'2?""",238,Wisconsin,Tampa Bay
249,210,51,Logan,Woodside  ,QB,"6'1¼""",213,Toledo,Cincinnati
172,211,50,JK,Scott  ,P,"6'5¼""",207,Alabama,Green Bay
245,212,50,Will,Clapp,OG,"6'4½""",314,LSU,New Orleans
,213,50,Quenton,Meeks,CB,"6'1""",209,Stanford,
205,214,50,Trevon,Young  ,DE,"6'3?""",258,Louisville,Los Angeles
197,215,50,Shaun,Dion Hamilton ,ILB,"5'11¾""",228,Alabama,Washington
,216,50,Kyle,Allen,QB,"6'3""",211,Houston,
133,217,50,J'Mon,Moore  ,WR,"6'2?""",207,Missouri,Green Bay
,218,49,Rashard,Fant  ,CB,"5'9½""",179,Indiana,
,219,49,Trayvon,Henderson  ,S,"6'0?""",204,Hawai'i,
210,220,49,Braxton,Berrios  ,WR,"5'8?""",184,Miami,New England
146,221,48,Tre,Flowers  ,S,"6'3¾""",202,Oklahoma State,Seattle
,222,48,Maea,Teuhema,OG,"6'5""",320,LSU,
,223,48,David,Wells  ,TE,"6'5?""",256,San Diego State,
,224,48,Tony,Brown  ,CB,"5'11?""",199,Alabama,
,225,48,Olasunkanmi,Adenyi,DE,"6'1?""",248,Toledo,
,226,48,Jester,Weah  ,WR,"6'2""",210,Pittsburgh,
117,227,47,Jordan,Whitehead,S,"5'10?""",198,Pittsburgh,Tampa Bay
,228,47,Skai,Moore  ,OLB,"6'2¼""",226,South Carolina,
,229,46,Skyler,Phillips  ,C,"6'2½""",314,Idaho State,
,230,46,Michael,Joseph  ,CB,"6'0?""",187,Dubuque,
,230,46,Michael,Joseph  ,CB,"6'0?""",187,Dubuque,
132,231,46,Jaleel,Scott  ,WR,"6'4¾""",218,New Mexico State,Baltimore
,232,46,Jeremy,Reaves  ,S,"5'10?""",204,South Alabama,
,233,45,John,Atkins  ,DT,"6'2?""",321,Georgia,
173,234,45,Johnny,Townsend  ,P,"6'1""",209,Florida,Las Vegas
203,235,45,Tanner,Lee,QB,"6'4¼""",218,Nebraska,Jacksonville
,236,45,Levi, Wallace  ,CB,"6'0¼""",179,Alabama,
217,237,45,Keishawn,Bierria  ,OLB,"6'0?""",230,Washington,Denver
244,238,45,Justin,Lawler  ,DE,"6'3?""",265,SMU,Los Angeles
212,239,45,Greg,Senat  ,OT,"6'6¼""",302,Wagner,Baltimore
,240,45,Davon,Grayson  ,WR,"6'0¾""",199,East Carolina,
,241,44,Damon,Webb  ,S,"5'10¾""",209,Ohio State,
242,242,44,Kendrick,Norton,DT,"6'2""",312,Miami,Carolina
174,243,44,Marquez,Valdes-Scantling  ,WR,"6'4""",206,South Florida,Green Bay
136,244,44,Marquis,Haynes  ,OLB,"6'2?""",235,Ole Miss,Carolina
,245,44,Chase,Litton,QB,"6'5""",232,Marshall,
152,246,44,Dane,Cruikshank  ,CB,"6'1¼""",209,Arizona,Tennessee
,247,43,Brendan,Mahon  ,OG,"6'4½""",312,Penn State,
191,248,43,Dylan,Cantrell  ,WR,"6'2?""",226,Texas Tech,Los Angeles
,249,43,Kurt,Benkert  ,QB,"6'2?""",218,Virginia,
,250,43,Andre,Chachere  ,CB,"5'11¾""",197,San Jose State,
,251,43,Taylor,Stallworth  ,DT,"6'2""",312,South Carolina,
,253,42,Poona,Ford  ,DT,"5'11?""",306,Texas,
,254,42,Dimitri,Flowers  ,FB,"6'1?""",248,Oklahoma,
192,255,42,Jamil,Demby  ,OT,"6'4?""",335,Maine,Los Angeles
,256,42,JaMarcus,King  ,CB,"6'0¾""",185,South Carolina,
,257,42,Mike,McCray  ,ILB,"6'1?""",243,Michigan,
224,258,42,Javon,Wims  ,WR,"6'2?""",215,Georgia,Chicago
234,259,41,Andre,Smith,ILB,"5'11½""",235,North Carolina,Carolina
,260,41,Dewey,Jarvis  ,OLB,"6'2""",236,Brown,
,261,40,Lowell,Lotulelei  ,DT,"6'1?""",315,Utah,
,262,40,Nick,Gates,OT,"6'5?""",295,Nebraska,
,263,40,Brandon,Lingen  ,TE,"6'5""",254,Minnesota,
,264,40,Jaryd,Jones-Smith  ,OG,"6'6½""",317,Pittsburgh,
,265,40,Garret,Dooley  ,OLB,"6'2?""",248,Wisconsin,
,267,39,JoJo,Wicker,DT,"6'1¾""",296,Arizona State,
,268,39,KC,McDermott  ,OG,"6'6""",300,Miami,
,269,39,Sean,Chandler  ,S,"5'10½""",205,Temple,
,270,39,David,Bright  ,OT,"6'5?""",307,Stanford,
,271,39,Jalen,Davis  ,CB,"5'9¼""",185,Utah State,
,272,39,Chris,Worley  ,ILB,"6'1?""",238,Ohio State,
214,273,39,Peter,Kalambayi  ,OLB,"6'2?""",252,Stanford,Houston
,274,39,Jake,Wieneke  ,WR,"6'4""",221,South Dakota State,
,275,38,Brandon,Facyson  ,CB,"6'1½""",203,Virginia Tech,
,276,38,Zay,Henderson  ,DT,"6'0¾""",298,Texas A&M,
,277,38,Taylor,Hearn,OG,"6'4""",330,Clemson,
,278,38,Dejon,Allen  ,OT,"6'2""",285,Hawai'i,
,279,38,Tray,Matthews  ,S,"6'0?""",209,Auburn,
,280,38,Byron,Pringle,WR,"6'1""",205,Kansas State,
,281,38,Coleman,Shelton  ,C,"6'3""",295,Washington,
,282,37,Cole,Reyes  ,S,"6'1?""",213,North Dakota,
,283,37,Eddy,Wilson,DT,"6'2¾""",301,Purdue,
,284,37,Marcus,Baugh  ,TE,"6'3½""",247,Ohio State,
127,285,37,Rick,Leonard  ,OT,"6'7""",311,Florida State,New Orleans
,286,37,Matt,Dickerson  ,DE,"6'4?""",292,UCLA,
,287,37,Demario,Richard  ,RB,"5'8¾""",218,Arizona State,
,288,36,Curtis,Cothran  ,DT,"6'4?""",289,Penn State,
215,289,36,Bradley,Bozeman  ,C,"6'4?""",317,Alabama,Baltimore
,290,36,Deandre,Goolsby  ,TE,"6'3¾""",245,Florida,
187,291,36,Ray-Ray,McCloud,WR,"5'9½""",190,Clemson,Buffalo
126,292,36,Ito,Smith  ,RB,"5'8¾""",198,Southern Mississippi,Atlanta
,293,36,Darius,Jackson  ,DE,"6'2¼""",242,Jacksonville State,
,294,36,Tre',Williams  ,ILB,"6'1¾""",238,Auburn,
,295,35,Greg,Gilmore  ,DT,"6'3?""",318,LSU,
,296,35,Du'Vonta,Lampkin,DT,"6'4""",335,Oklahoma,
,297,35,Brad,Lundblade  ,C,"6'3""",300,Oklahoma State,
,298,35,Christian,DiLauro  ,OT,"6'5?""",297,Illinois,
,299,35,Ryan,Nall,RB,"6'2?""",232,Oregon State,
135,300,35,John,Franklin-Meyers  ,DE,"6'3?""",283,Stephen F. Austin,Los Angeles
,300,35,John,Franklin-Meyers  ,DE,"6'3?""",283,Stephen F. Austin,
169,301,34,Jordan,Wilkins  ,RB,"6'0?""",216,Ole Miss,Indianapolis
,301,35,Josh,Fatu  ,DT,"6'2¼""",319,USC,
,302,35,Myles,Pierce  ,ILB,"5'11¼""",227,The Citadel,
194,303,35,Russell,Gage  ,WR,"6'0""",183,LSU,Atlanta
198,304,34,Kahlil,McKenzie  ,DT,"6'2¾""",314,Tennessee,Kansas City
,305,34,Jake,Bennett  ,C,"6'3""",295,Colorado State,
,306,34,Cody,O'Connell  ,OG,"6'8½""",363,Washington State,
,307,34,Riley,Ferguson  ,QB,"6'2¾""",212,Memphis,
,308,34,Jeff,Badet  ,WR,"6'0""",178,Oklahoma,
,309,34,Brett,Toth  ,OT,"6'6""",305,Army,
,310,34,Marcell,Frazier  ,DE,"6'4½""",261,Missouri,
,311,34,Jason,Cabinda  ,ILB,"6'1""",239,Penn State,
,312,34,Matthew,Thomas  ,OLB,"6'2¾""",232,Florida State,
,313,33,Christian,LaCouture  ,DT,"6'4?""",290,LSU,
211,314,33,Jordan,Thomas  ,TE,"6'5½""",265,Mississippi State,Houston
,315,33,Darrel,Williams  ,RB,"5'11?""",225,LSU,
,316,33,K.J.,Malone  ,OG,"6'3?""",303,LSU,
,317,33,Jamar,Summers  ,CB,"5'10¾""",190,UConn,
,318,33,Olubunmi,Rotimi  ,DE,"6'3?""",273,Old Dominion,
,318,33,Olubunmi,Rotimi  ,DE,"6'3?""",273,Old Dominion,
143,319,33,Ja'Whaun,Bentley  ,ILB,"6'1?""",252,Purdue,New England
,320,33,Darren,Carrington  ,WR,"6'2¼""",199,Utah,
,321,32,Ralph,Webb  ,RB,"5'10""",202,Vanderbilt,
,322,32,Afolabi,Laguda  ,CB,"6'0½""",203,Colorado,
,323,32,Jalen,Wilkerson,DE,"6'4?""",292,Florida State,
,324,32,Kyle,Queiro  ,S,"6'2""",215,Northwestern,
232,325,32,James,Looney  ,DT,"6'2¾""",287,California,Green Bay
216,326,32,Azeem,Victor  ,ILB,"6'2?""",240,Washington,Las Vegas
,327,32,Quadree,Henderson,WR,"5'8""",190,Pittsburgh,
,328,31,Rico,Gafford  ,CB,"5'9?""",173,Wyoming,
,329,31,Joe,Ostman  ,DE,"6'2¼""",253,Central Michigan,
184,330,31,Marcell,Harris  ,S,"6'0¾""",216,Florida,San Francisco
,331,31,Cam,Phillips  ,WR,"6'0?""",201,Virginia Tech,
,332,31,Abdullah,Anderson  ,DT,"6'3¼""",303,Bucknell,
,333,31,Khalid,Hill  ,FB,"6'0¾""",260,Michigan,
122,334,31,Kenny,Young  ,ILB,"6'1""",236,UCLA,Baltimore
,335,31,Tony,Adams  ,OG,"6'2""",315,NC State,
,336,31,Ja'Von,Rolland-Jones  ,OLB,"6'1?""",253,Arkansas State,
,337,31,Austin,Allen  ,QB,"6'0""",209,Arkansas,
,338,31,Kyle,Hicks  ,RB,"5'10""",202,TCU,
,339,31,Nick,Keizer  ,TE,"6'4?""",251,Grand Valley State,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
