Pick Overall,Rank,Grade,First Name,Last Name,Position,Height,Weight,College,Team
103,81,73,Bryce,Petty  ,QB,"6'2?""",230,Baylor,NY Jets
149,82,72,Jay,Ajayi,RB,"5'11¾""",221,Boise State,Miami
61,83,72,Ali,Marpet  ,OG,"6'3?""",307,Hobart,Tampa Bay
65,84,72,D'Joun,Smith  ,CB,"5'10""",187,Florida Atlantic,Indianapolis
88,85,71,Danielle,Hunter,DE,"6'5?""",252,LSU,Minnesota
121,86,71,Doran,Grant  ,CB,"5'10¼""",200,Ohio State,Pittsburgh
71,87,71,Hroniss,Grasu  ,C,"6'3""",297,Oregon,Chicago
102,88,71,Daryl,Williams  ,OT,"6'5¼""",327,Oklahoma,Carolina
125,89,70,Buck,Allen  ,RB,"6'0½""",221,USC,Baltimore
59,90,70,Ty,Sambrailo  ,OT,"6'5?""",311,Colorado State,Denver
49,91,70,Mitch,Morse  ,OG,"6'5?""",305,Missouri,Kansas City
124,92,70,Kwon,Alexander,OLB,"6'0¾""",227,LSU,Tampa Bay
96,93,70,Xavier,Cooper,DT,"6'2?""",293,Washington State,Cleveland
189,94,70,Charles,Gaines,CB,"5'9?""",180,Louisville,Cleveland
104,95,70,James,Sample,S,"6'2?""",209,Louisville,Jacksonville
86,96,69,David,Johnson  ,RB,"6'0?""",224,Northern Iowa,Arizona
106,97,69,Jeremy,Langford  ,RB,"5'11?""",208,Michigan State,Chicago
122,98,69,Za'Darius,Smith  ,DE,"6'4½""",274,Kentucky,Baltimore
46,99,69,Jaquiski,Tartt  ,S,"6'1?""",221,Samford,San Francisco
66,100,69,Jeremiah,Poutasi,OG,"6'5?""",335,Utah,Tennessee
80,101,69,Alex,Carter,CB,"6'0?""",196,Stanford,Detroit
57,102,69,Robert,Havenstein  ,OT,"6'7?""",321,Wisconsin,Los Angeles
241,103,69,Ifo,Ekpre-Olomu  ,CB,"5'9?""",192,Oregon,Cleveland
92,104,69,Jeff,Heuerman  ,TE,"6'5?""",254,Ohio State,Denver
162,105,69,Kenny,Bell  ,WR,"6'1?""",197,Nebraska,Tampa Bay
98,106,68,Steven,Nelson  ,CB,"5'10?""",197,Oregon State,Kansas City
94,107,68,Ty,Montgomery  ,WR,"5'11?""",221,Stanford,Green Bay
89,108,68,Sean,Mannion  ,QB,"6'5?""",229,Oregon State,Los Angeles
146,109,68,Stefon,Diggs,WR,"6'0""",195,Maryland,Minnesota
212,110,68,Anthony,Chickillo  ,DE,"6'3?""",267,Miami,Pittsburgh
197,111,68,Derron,Smith  ,S,"5'10""",200,Fresno State,Cincinnati
240,112,68,Corey,Robinson  ,OT,"6'6?""",324,South Carolina,Detroit
245,113,67,Tre,McBride  ,WR,"6'0¼""",210,William & Mary,Tennessee
113,114,67,Gabe,Wright  ,DT,"6'2¾""",300,Auburn,Detroit
148,115,67,Davis,Tull  ,OLB,"6'2?""",246,Chattanooga,New Orleans
135,116,66,Marcus,Hardison  ,DT,"6'3?""",307,Arizona State,Cincinnati
82,117,66,Lorenzo,Mauldin  ,OLB,"6'3?""",259,Louisville,NY Jets
185,118,66,Tyrus,Thompson  ,OT,"6'4?""",324,Oklahoma,Minnesota
126,119,65,Mike,Davis,RB,"5'9?""",217,South Carolina,San Francisco
153,120,65,Kyle,Emanuel  ,OLB,"6'3¼""",255,North Dakota State,Los Angeles
75,121,65,Garrett,Grayson  ,QB,"6'2½""",213,Colorado State,New Orleans
,122,65,Cody,Prewitt  ,S,"6'2""",208,Ole Miss,
105,123,64,Jamison,Crowder  ,WR,"5'8?""",185,Duke,Washington
152,124,64,Jarvis,Harrison  ,OG,"6'4?""",330,Texas A&M,NY Jets
142,125,63,Adrian,Amos  ,S,"6'0½""",218,Penn State,Chicago
,126,63,B.J.,Finney  ,C,"6'3¾""",318,Kansas State,
109,127,62,Clayton,Geathers  ,S,"6'1?""",218,UCF,Indianapolis
76,128,61,Chris,Conley  ,WR,"6'2?""",211,Georgia,Kansas City
143,129,61,MyCole,Pruitt  ,TE,"6'2¼""",251,Southern Illinois,Minnesota
191,130,61,JaCorey,Shepherd  ,CB,"5'10?""",199,Kansas,Philadelphia
118,131,61,Ramik,Wilson  ,OLB,"6'1¾""",237,Georgia,Kansas City
133,132,60,Max,Garcia  ,C,"6'4?""",309,Florida,Denver
91,133,60,Chaz,Green  ,OT,"6'4?""",314,Florida,Dallas
239,134,60,Gerod,Holliman,S,"5'11¾""",218,Louisville,Pittsburgh
95,135,60,Matt,Jones,RB,"6'2?""",231,Florida,Washington
219,136,60,Hayes,Pullard  ,ILB,"6'0½""",240,USC,Cleveland
129,137,60,Jake,Ryan  ,OLB,"6'2?""",240,Michigan,Green Bay
,138,59,Corey,Crawford  ,DE,"6'5¼""",283,Clemson,
,139,59,Antoine,Everett  ,OG,"6'3""",323,McNeese,
,140,59,Josh,Harper  ,WR,"6'0?""",191,Fresno State,
84,141,59,Jordan,Hicks  ,ILB,"6'1?""",236,Texas,Philadelphia
147,142,59,Brett,Hundley,QB,"6'3¼""",226,UCLA,Green Bay
194,143,59,Nick,O'Leary  ,TE,"6'3¼""",252,Florida State,Buffalo
138,144,58,David,Cobb  ,RB,"5'10?""",229,Minnesota,Tennessee
192,145,58,Darius,Philon,DT,"6'1?""",298,Arkansas,Los Angeles
115,146,56,Ibraheim,Campbell  ,S,"5'11?""",208,Northwestern,Cleveland
234,147,56,Dez,Lewis  ,WR,"6'3¾""",214,Central Arkansas,Buffalo
216,148,55,Christian,Covington,DT,"6'2?""",289,Rice,Houston
108,149,55,Jalston,Fowler  ,FB,"5'11""",254,Alabama,Tennessee
97,150,55,Geneo,Grissom  ,DE,"6'3?""",262,Oklahoma,New England
123,151,55,Vince,Mayle  ,WR,"6'2""",224,Washington State,Cleveland
,152,55,Wes,Saxton  ,TE,"6'3?""",248,South Alabama,
,153,54,Mike,Hull  ,OLB,"5'11?""",237,Penn State,
200,154,53,Quandre,Diggs  ,CB,"5'9?""",196,Texas,Detroit
,155,53,Quinton,Spain  ,OG,"6'4?""",330,West Virginia,
204,156,53,Darren,Waller  ,WR,"6'6?""",238,Georgia Tech,Baltimore
,157,52,Devante,Davis  ,WR,"6'2?""",220,Unlv,
119,158,52,Andrew,Donnal  ,OT,"6'5?""",313,Iowa,Los Angeles
,159,52,Durell,Eskridge,S,"6'2?""",208,Syracuse,
,160,45,Jacoby,Glenn,CB,"6'0""",179,UCF,
,161,52,Jean,Sifrin,TE,"6'5¼""",245,UMass,
,162,52,Xavier,Williams  ,DT,"6'1¾""",320,Northern Iowa,
,163,51,Dres,Anderson  ,WR,"6'1?""",187,Utah,
,164,51,E.J.,Bibbs  ,TE,"6'2""",258,Iowa State,
,165,51,Titus,Davis  ,WR,"6'0¾""",196,Central Michigan,
,166,51,Reese,Dismukes  ,C,"6'2¾""",296,Auburn,
193,167,51,B.J.,Dubose  ,DE,"6'4""",284,Louisville,Minnesota
,168,51,Taiwan,Jones  ,ILB,"6'2?""",245,Michigan State,
,169,51,Terrence,Magee  ,RB,"5'8½""",213,LSU,
81,170,51,John,Miller  ,OG,"6'2½""",303,Louisville,Buffalo
120,171,67,Josh,Shaw  ,S,"6'0½""",201,USC,Cincinnati
170,172,51,Tye,Smith  ,CB,"6'0?""",195,Towson,Seattle
,173,51,LT,Walton  ,DT,"6'4?""",319,Central Michigan,
174,174,50,Cameron,Artis-Payne  ,RB,"5'9¾""",212,Auburn,Carolina
,175,50,Justin,Coleman  ,CB,"5'10?""",185,Tennessee,
,176,50,Kurtis,Drummond  ,S,"6'0?""",208,Michigan State,
112,177,50,Arie,Kouandjio  ,OG,"6'4¾""",310,Alabama,Washington
229,178,50,Ben,Koyack  ,TE,"6'4?""",255,Notre Dame,Jacksonville
,179,50,Darrian,Miller  ,OT,"6'4?""",307,Kentucky,
217,180,50,Rakeem,Nunez-Roches,DT,"6'2¼""",307,Southern Mississippi,Kansas City
132,181,50,DeAndre,Smelter  ,WR,"6'2?""",226,Georgia Tech,San Francisco
100,182,49,Angelo,Blackson  ,DT,"6'4?""",318,Auburn,Tennessee
171,183,49,Nick,Boyle  ,TE,"6'4½""",268,Delaware,Baltimore
253,184,49,Xzavier,Dickson  ,DE,"6'3½""",260,Alabama,New England
164,185,49,Lorenzo,Doss,CB,"5'10?""",182,Tulane,Denver
,186,49,Antwan,Goodley  ,WR,"5'10¼""",209,Baylor,
,187,49,Zack,Hodges  ,OLB,"6'2½""",250,Harvard,
,188,49,Anthony,Jefferson  ,S,"6'0?""",198,UCLA,
176,189,49,Robert,Myers  ,OG,"6'4¾""",326,Tennessee State,Baltimore
151,190,49,David,Parry  ,DT,"6'1¼""",308,Stanford,Indianapolis
117,191,48,Blake,Bell  ,TE,"6'6¼""",252,Oklahoma,San Francisco
72,192,48,Jamon,Brown  ,OT,"6'3?""",323,Louisville,Los Angeles
154,193,48,Tyeler,Davison  ,DT,"6'1?""",316,Fresno State,New Orleans
114,194,48,Jamil,Douglas  ,OG,"6'4""",304,Arizona State,Miami
,195,48,Austin,Hill  ,WR,"6'2?""",214,Arizona,
,196,48,Troy,Hill  ,CB,"5'10½""",182,Oregon,
163,197,48,Ryan,Russell  ,DE,"6'4¼""",269,Purdue,Dallas
,198,48,Tyler,Varga  ,RB,"5'10?""",222,Yale,
127,199,48,Damien,Wilson  ,ILB,"6'0""",245,Minnesota,Dallas
186,200,47,Geremy,Davis  ,WR,"6'2?""",216,UConn,NY Giants
83,201,59,Craig,Mager  ,CB,"5'11½""",201,Texas State,Los Angeles
145,202,49,Bobby,McCain  ,CB,"5'9½""",195,Memphis,Miami
64,203,47,Jordan,Richards  ,S,"5'10¾""",211,Stanford,New England
,204,47,Lynden,Trail  ,DE,"6'6?""",269,Norfolk State,
155,205,47,Karlos,Williams  ,RB,"6'0¾""",230,Florida State,Buffalo
238,206,46,Mario,Alford  ,WR,"5'8½""",180,West Virginia,Cincinnati
244,207,46,Trent,Brown  ,OG,"6'8½""",355,Florida,San Francisco
,208,46,Ladarius,Gunter  ,CB,"6'1½""",202,Miami,
131,209,46,Shaq,Mason  ,C,"6'1¾""",304,Georgia Tech,New England
,210,46,Louis,Trinca-Pasat  ,DT,"6'1""",290,Iowa,
63,211,45,Frank,Clark  ,DE,"6'2?""",271,Michigan,Seattle
,212,45,Chris,Hackett,S,"6'0¼""",195,TCU,
156,213,45,Tony,Lippett  ,WR,"6'2½""",192,Michigan State,Miami
,214,45,Derrick,Lott  ,DT,"6'4""",314,null,
,215,45,Garry,Peters  ,CB,"5'11¾""",191,Clemson,
228,216,45,Austin,Shepherd  ,OT,"6'4?""",315,Alabama,Minnesota
,217,45,Zack,Wagenmann  ,OLB,"6'3?""",247,Montana,
,218,44,Alani,Fua  ,OLB,"6'4¾""",238,BYU,
224,219,44,Bryce,Hager  ,ILB,"6'0¾""",234,Baylor,Los Angeles
,220,44,Sean,Hickey  ,OT,"6'5?""",309,Syracuse,
,221,44,Cedric,Reed  ,DE,"6'5¼""",269,Texas,
,222,44,Adam,Shead  ,OG,"6'3?""",338,Oklahoma,
,223,44,Kevin,White  ,CB,"5'9?""",183,TCU,
,224,43,Malcolm,Brown  ,RB,"5'11?""",224,Texas,
134,225,43,Mark,Glowinski  ,OG,"6'4?""",307,West Virginia,Seattle
247,226,43,Darryl,Roberts  ,CB,"5'11""",187,Marshall,New England
,227,43,Deandrew,White  ,WR,"5'11½""",193,Alabama,
233,228,42,Da'Ron,Brown  ,WR,"6'0?""",205,Northern Illinois,Kansas City
,229,42,Shane,Carden  ,QB,"6'1?""",218,East Carolina,
,230,42,Imoan,Claiborne  ,CB,"5'9?""",193,Northwestern State,
243,231,42,Laurence,Gibson  ,OT,"6'5¾""",305,Virginia Tech,Dallas
198,232,42,Randall,Telfer  ,TE,"6'3¾""",250,USC,Cleveland
,233,42,Tony,Washington  ,OLB,"6'3?""",247,Oregon,
,234,42,Zach,Zenner  ,RB,"5'11½""",223,South Dakota State,
,235,41,Kaleb,Eulls  ,DT,"6'2?""",305,Mississippi State,
128,236,41,Jon,Feliciano  ,OG,"6'3?""",323,Miami,Las Vegas
160,237,41,Jesse,James,TE,"6'7""",261,Penn State,Pittsburgh
,238,41,Tom,Obarski  ,PK,"5'9?""",181,null,
,239,41,Thomas,Rawls  ,RB,"5'9""",215,Central Michigan,
205,240,41,Josh,Robinson,RB,"5'7?""",217,Mississippi State,Indianapolis
,241,41,Julian,Wilson,CB,"6'2""",205,Oklahoma,
,242,41,Cam,Worthy  ,WR,"6'2¼""",211,East Carolina,
,243,40,Malcolm,Agnew  ,RB,"5'9?""",205,Southern Illinois,
,244,40,Miles,Dieffenbach  ,OG,"6'4?""",304,Penn State,
208,245,40,Andy,Gallik  ,C,"6'2?""",306,Boston College,Tennessee
207,246,40,Amarlo,Herrera  ,ILB,"6'0?""",244,Georgia,Indianapolis
227,247,40,Martin,Ifedi  ,DE,"6'3?""",275,Memphis,Los Angeles
,248,40,Kyle,Loomis  ,P,"6'1?""",221,Portland State,
,249,40,Ellis,Mccarthy,DT,"6'4?""",338,UCLA,
230,250,40,Marcus,Murphy  ,RB,"5'8?""",193,Missouri,New Orleans
232,251,40,Edmond,Robinson  ,OLB,"6'2?""",245,Newberry,Minnesota
,252,39,Tavaris,Barnes  ,DE,"6'3¾""",282,Clemson,
256,253,39,Gerald,Christian  ,TE,"6'3""",244,Louisville,Arizona
,254,39,John,Crockett  ,RB,"5'11¾""",217,North Dakota State,
,255,39,Chad,Hamilton  ,OT,"6'2""",292,Coastal Carolina,
,256,39,Tello,Luckett  ,WR,"5'11¾""",211,Harding University,
,257,39,Dean,Marlowe  ,S,"6'1½""",203,James Madison,
,258,39,Josue,Matias  ,OG,"6'5½""",309,Florida State,
,259,39,Leon,Orr  ,DT,"6'4?""",323,Florida,
141,260,39,Martrell,Spaight  ,OLB,"5'11?""",236,Arkansas,Washington
,261,38,Deion,Barnes  ,DE,"6'4""",257,Penn State,
,262,38,Malcolm,Bunche  ,OG,"6'5?""",320,UCLA,
,263,38,A.J.,Derby  ,TE,"6'3¾""",255,Arkansas,
,264,38,Jahwan,Edwards  ,RB,"5'9½""",220,Ball State,
,265,38,Deontay,Greenberry,WR,"6'1""",211,Houston,
226,266,38,Bobby,Hart  ,OT,"6'4¾""",329,Florida State,NY Giants
223,267,38,Deon,Simon  ,DT,"6'4?""",321,Northwestern State,NY Jets
,268,38,Jermaine,Whitehead  ,S,"5'11""",197,Auburn,
,269,37,Rob,Crisp  ,OT,"6'6?""",301,NC State,
,270,37,Chris,Harper,WR,"5'10¾""",182,California,
140,271,37,Ben,Heeney  ,ILB,"6'0¼""",231,Kansas,Las Vegas
173,272,37,James,O'Shaughnessy  ,TE,"6'4¼""",248,Illinois State,Kansas City
,273,37,Damian,Parms  ,S,"6'1?""",201,Florida Atlantic,
,274,37,Bobby,Richardson  ,DE,"6'2?""",283,Indiana,
,275,37,J,T Surratt ,DT,"6'1""",304,South Carolina,
,276,37,Trey,Williams,RB,"5'7½""",195,Texas A&M,
,277,36,Busta,Anderson  ,TE,"6'4?""",244,South Carolina,
161,278,36,Neiron,Ball  ,OLB,"6'2½""",236,Florida,Las Vegas
,279,36,Bryan,Bennett  ,QB,"6'2¼""",211,SE Louisiana,
,280,36,Takoby,Cofield  ,OT,"6'4¼""",310,Duke,
,281,36,Michael,Dyer  ,RB,"5'8½""",218,Louisville,
209,282,36,Obum,Gwacham  ,DE,"6'5?""",246,Oregon State,Seattle
,283,36,Rannell,Hall  ,WR,"6'0?""",198,UCF,
,284,36,Caushaud,Lyons,DE,"6'4½""",284,Tusculum,
,285,35,Darryl,Baldwin  ,OT,"6'5?""",305,Ohio State,
,286,35,D.C.,Celiscar  ,CB,"5'10?""",194,Western Michigan,
,287,35,Ryan,Delaire  ,DE,"6'4?""",254,Towson,
,288,35,Connor,Halliday  ,QB,"6'3""",196,Washington State,
,289,35,Devin,Mahina  ,TE,"6'5?""",250,BYU,
,290,35,Greg,Mancz  ,C,"6'4½""",301,Toledo,
,291,35,J,J Nelson ,WR,"5'10¼""",156,UAB,
,292,35,Olsen,Pierre  ,DE,"6'4?""",294,Miami,
,293,35,J.R.,Tavai  ,OLB,"6'1¾""",249,USC,
,294,34,Dominique,Brown  ,RB,"6'1?""",234,Louisville,
,295,34,Cameron,Clear  ,TE,"6'5?""",277,Texas A&M,
,296,34,Yannik,Cudjoe-Virgil  ,OLB,"6'2?""",248,Maryland,
,297,34,Isaiah,Johnson  ,S,"6'1""",202,Georgia Tech,
,298,34,Deon,Long  ,WR,"5'11?""",192,Maryland,
,299,34,Joey,Mbu  ,DT,"6'2?""",313,Houston,
,300,34,Patrick,Miller,OT,"6'6¾""",292,Auburn,
,301,34,Zach,Patt  ,DE,"6'1?""",244,Rice,
,302,34,Ross,Scheuerman  ,RB,"5'11?""",204,Lafayette,
167,303,34,Damian,Swann  ,CB,"6'0""",189,Georgia,New Orleans
,304,33,Will,Baumann  ,P,"6'5?""",187,NC State,
,305,33,Ray,Drew  ,DE,"6'4""",265,Georgia,
,306,33,Dee,Hart  ,RB,"5'7½""",199,Colorado State,
181,307,33,Kyshoen,Jarrett  ,S,"5'9?""",200,Virginia Tech,Washington
,308,33,Nick,Marshall  ,CB,"6'1½""",207,Auburn,
130,309,33,Terry,Poole  ,OT,"6'4¾""",307,San Diego State,Seattle
201,310,33,Bud,Sasser  ,WR,"6'2?""",219,Missouri,Los Angeles
188,311,33,Tony,Steward  ,OLB,"6'1""",241,Clemson,Buffalo
,312,33,A.J.,Tarpley  ,ILB,"6'0¼""",232,Stanford,
,313,33,Jordan,Taylor  ,WR,"6'4?""",209,Rice,
,314,32,Anthony,Boone  ,QB,"6'0¼""",231,Duke,
,315,32,Quayshawne,Buckley  ,DT,"6'2?""",291,Idaho,
168,316,32,Michael,Burton  ,FB,"5'11¼""",242,Rutgers,Detroit
,317,32,Bryce,Callahan  ,CB,"5'9?""",183,Rice,
,318,32,Kyle,Christy  ,P,"6'2¼""",202,Florida,
184,319,32,Kaelin,Clay  ,WR,"5'9?""",195,Utah,Tampa Bay
,320,32,Erick,Dargan  ,S,"5'11?""",211,Oregon,
183,321,32,Tayo,Fabuluje  ,OT,"6'6?""",353,TCU,Chicago
,322,32,Tyson,Gulley  ,RB,"5'8""",191,Syracuse,
,323,32,Nicholas,PERRY  ,S,"6'0¾""",201,Alabama,
,324,32,Jaxon,Shipley  ,WR,"6'0?""",192,Texas,
179,325,32,Max,Valles,ILB,"6'4?""",251,Virginia,Las Vegas
,326,31,Brett,Boyko  ,OT,"6'6?""",301,Unlv,
,327,31,Brandon,Bridge  ,QB,"6'4?""",229,South Alabama,
,328,31,Justin,Cox  ,CB,"6'0?""",191,Mississippi State,
,329,31,Davaris,Daniels  ,WR,"6'1½""",201,Notre Dame,
,330,31,Trey,Depriest  ,ILB,"6'0?""",254,Alabama,
,331,31,George,Farmer,WR,"6'0¾""",213,USC,
,332,31,Sam,Ficken  ,PK,"6'1½""",191,Penn State,
235,333,31,Kenny,Hilliard  ,RB,"5'11?""",226,LSU,Houston
,334,31,Joey,Iosefa  ,FB,"5'11¾""",247,Hawai'i,
,335,31,J,J James ,RB,"5'8½""",195,UCLA,
,336,31,Tevin,Mcdonald  ,S,"5'11?""",195,Eastern Washington,
,337,31,Tyler,Moore,OG,"6'5?""",324,Florida,
,338,31,Connor,Neighbors  ,FB,"5'10?""",235,LSU,
236,339,31,Mark,Nzeocha  ,OLB,"6'2?""",232,Wyoming,Dallas
165,340,31,Bradley,Pinion,P,"6'5""",229,Clemson,San Francisco
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
,,,, ,,,,,
