Year,Player,FPTS
2016,Rashad Greene,6.2
2016,Mike Thomas,4.7
2016,Griff Whalen,4.2
2016,Percy Harvin,3.7
2016,Brenton Bersin,3.7
2016,Shane Wynn,3.4
2016,DeAndre Smelter,3.3
2016,Je'Ron Hamm,3.3
2016,Jeremy Butler,3.1
2016,Devin Street,3
2016,Devin Smith,3
2016,Damiere Byrd,2.6
2016,Laquon Treadwell,2.5
2016,Tony Washington,1.9
2016,Jared Abbrederis,1.8
2016,Rashad Ross,1.8
2016,Paul McRoberts,1.6
2016,Marc Mariani,1.5
2016,George Farmer,1.5
2016,Jordan Payton,1.3
2016,Bralon Addison,0.5
