Year,Player,FPTS
2015,Davante Adams,106.3
2015,DeSean Jackson,104.8
2015,Corey Brown,103.5
2015,Malcom Floyd,102.1
2015,Dwayne Harris,100.8
2015,Dontrelle Inman,99.6
2015,Roddy White,99.6
2015,Mike Wallace,98.9
2015,DeVante Parker,97.9
2015,Kendall Wright,96.5
2015,Albert Wilson,94.7
2015,Chris Hogan,93.56
2015,Mohamed Sanu Sr.,91.5
2015,Brandon LaFell,89.4
2015,Dez Bryant,89.1
2015,Kenny Stills,89
2015,Brandon Coleman,87.4
2015,Harry Douglas,86.5
2015,Lance Moore,84.7
2015,Marquess Wilson,80.4
2015,Jarius Wright,79.1
2015,Leonard Hankerson,76.7
2015,Josh Huff,76.2
2015,Quinton Patton,75.9
2015,Bryan Walters,74.8
2015,Jeremy Butler,67.3
2015,Eddie Royal,66.7
2015,Riley Cooper,65.7
2015,Darrius Heyward-Bey,64.4
2015,Chris Givens,63.1
2015,Ryan Grant,61.8
2015,Keshawn Martin,61.5
2015,Adam Humphries,59
2015,Andre Holmes,58.1
2015,Nelson Agholor,55.3
2015,Andrew Hawkins,54.6
2015,Justin Hunter,54.4
2015,Quincy Enunwa,53.5
2015,Josh Bellamy PUP,53.4
2015,Taylor Gabriel,52.1
2015,JJ Nelson,50.9
2015,Percy Harvin,49.9
2015,Marc Mariani,49.7
2015,Jaelen Strong,48.1
2015,Phillip Dorsett II,46.2
2015,Greg Jennings,45.8
2015,Nick Williams,44.9
2015,De'Anthony Thomas,44.4
2015,Marqise Lee,43.9
2015,Jeremy Kerley,43.2
2015,Chris Conley,42.9
2015,Javontee Herndon,42.8
2015,Jordan Norwood,42.7
2015,Miles Austin,41.4
2015,Griff Whalen,41.4
2015,Justin Hardy,40.4
2015,Rashad Greene,40.3
2015,Brice Butler,37.8
2015,Bennie Fowler,36.3
2015,Stedman Bailey,36.2
2015,Adam Thielen,35.3
2015,Chris Matthews,34.1
2015,Kenbrell Thompkins,33.5
2015,Rashad Ross,32.4
2015,Jaron Brown,31.4
2015,Donteea Dye,30.2
2015,Louis Murphy,29.8
2015,Andre Caldwell,29.5
2015,Aaron Dobson,27.1
2015,Bruce Ellington,27
2015,TJ Jones,26.9
2015,Keith Mumphery,26.9
2015,Jason Avant,26.9
2015,Bradley Marquez,25.9
2015,Darius Jennings,25.7
2015,Marlon Brown,25.2
2015,Devin Smith,24.5
2015,Andre Roberts,24.5
2015,Wes Welker,23.2
2015,Cameron Meredith,23
2015,Devin Street,22.4
2015,M White,21.8
2015,Charles Johnson,21.7
2015,Marlon Moore,21.1
2015,Brian Quick,20.2
2015,Jared Abbrederis,20.1
2015,Brenton Bersin,18.9
2015,Cody Latimer,18
2015,Tyrell Williams,17
2015,Ricardo Lockette,16.9
2015,Jerome Simpson,16.4
2015,Lucky Whitehead,16.3
2015,Michael Campanaro,16.2
2015,Chris Owusu,14
2015,Brandon Tate,13.9
2015,Marcus Easley,12.8
2015,Hakeem Nicks,12.4
2015,Jeremy Ross,12
2015,Russell Shepard,11.8
2015,Dwayne Bowe,10.3
2015,Deonte Thompson,10.1
2015,Jeff Janis,9.9
2015,Tre McBride,9.6
2015,Corey Fuller,9.6
2015,Preston Parker,9.3
2015,Kevin Smith,7.3
2015,Greg Salas,7.1
2015,TJ Graham,6.4
2015,Terrelle Pryor,5.1
2015,Paul Richardson,5
2015,Andrew Turzilli,4.5
2015,Marquise Goodwin,4.4
2015,Chandler Worthy,4.4
2015,Geremy Davis,4.1
2015,DeAndrew White,3.8
2015,Vincent Brown,3.2
2015,Jonathan Krause,3.1
2015,Tyler Murphy,2.6
2015,Eric Weems,2.5
2015,Mario Alford,2.5
2015,Cordarrelle Patterson,2.5
2015,Kasen Williams,2.3
2015,Sammie Coates,2.1
2015,Ben Edwards,1.9
2015,Rod Streater,1.8
2015,Brittan Golden,1.5
2015,Seyi Ajirotutu,1.4
2015,Tony Washington,0.8
2015,Damaris Johnson,0.6
