Year,Player,FPTS
2017,Jeremy Maclin,102
2017,Allen Hurns,99.4
2017,Trent Taylor,96
2017,Kenny Golladay,94.6
2017,JJ Nelson,93.5
2017,Chris Godwin,92.5
2017,Cole Beasley,91.4
2017,Torrey Smith,90.7
2017,Seth Roberts,90.5
2017,Pierre Garcon,90
2017,Roger Lewis,89.6
2017,Cordarrelle Patterson,86
2017,Bennie Fowler,82
2017,Taylor Gabriel,81.7
2017,TJ Jones,77.9
2017,Donte Moncrief,77.1
2017,Bruce Ellington,75.7
2017,Odell Beckham Jr.,74
2017,Brandon Coleman,73.4
2017,Zay Jones,70.6
2017,John Brown,69.9
2017,Corey Davis PUP,69.5
2017,Rashard Higgins,68.6
2017,Josh Bellamy PUP,68.2
2017,Dede Westbrook,66.9
2017,Corey Coleman,65.5
2017,Dontrelle Inman,65.3
2017,Brice Butler,64.7
2017,Ricardo Louis,62.7
2017,Cody Latimer,61.7
2017,Tavarres King,60.3
2017,Justin Hardy,60.1
2017,Chris Moore,59.9
2017,Chester Rogers,58.2
2017,Kenny Britt,57.6
2017,Josh Gordon SUS,57.5
2017,Jordan Matthews,57.2
2017,Aldrick Robinson,57
2017,Tyler Boyd,56.5
2017,Terrelle Pryor,50
2017,Jarius Wright,49.8
2017,Taywan Taylor,49.4
2017,Michael Campanaro,46.5
2017,Geronimo Allison,46.3
2017,Jeremy Kerley,45.7
2017,Russell Shepard,45.1
2017,Johnny Holton,44.8
2017,Mack Hollins,44.6
2017,Jakeem Grant,44.5
2017,Tavon Austin,43.6
2017,Andre Holmes,43
2017,Demarcus Robinson,42.2
2017,Kendrick Bourne,41.7
2017,Braxton Miller,41.3
2017,De'Anthony Thomas,40.7
2017,Laquon Treadwell,40
2017,Eli Rogers,36.9
2017,Alex Erickson,35.6
2017,Damiere Byrd,33.7
2017,Brandon Marshall,33.4
2017,Curtis Samuel,32.9
2017,Phillip Dorsett II,32.1
2017,Chris Conley,28.5
2017,Kamar Aiken,28.3
2017,Josh Reynolds,27.4
2017,Jordan Taylor,27.2
2017,Tommylee Lewis,27
2017,Louis Murphy,26.1
2017,Tre McBride,22.4
2017,Jaydon Mickens,21.7
2017,Brenton Bersin,20.8
2017,Mike Williams,20.5
2017,Brandon Tate,20.1
2017,Josh Malone,18.5
2017,Chad Hansen,18.4
2017,Travis Rudolph,18.1
2017,Pharoh Cooper,18
2017,Michael Floyd,17.8
2017,Breshad Perriman,17.7
2017,Kasen Williams,17.4
2017,Ardarius Stewart,16.9
2017,Hunter Sharp,16.4
2017,Maurice Harris,16.2
2017,Darrius Heyward-Bey,15.9
2017,Kaelin Clay,15.2
2017,Willie Snead IV,15.2
2017,Amara Darboh,15.1
2017,Freddie Martino,14.6
2017,Mike Thomas,14.3
2017,Neal Sterling,14.2
2017,Marvin Hall,14
2017,Leonte Carroo,13.9
2017,Brian Quick,13.6
2017,Chris Thompson,13.4
2017,Trevor Davis,13.3
2017,Sammie Coates,13
2017,Jaelen Strong,12.8
2017,Justin Hunter,12.3
2017,Tanner McEvoy,12.3
2017,Brittan Golden,12
2017,Bryce Treggs,11.5
2017,Jesus Wilson,9.6
2017,Chad Williams,9.4
2017,Ryan Switzer,8.6
2017,Markus Wheaton,8.1
2017,Michael Clark,8.1
2017,Marcus Johnson,7.5
2017,Jared Abbrederis,7.4
2017,Noah Brown PUP,7.3
2017,Quan Bray,6.9
2017,Tanner Gentry,6.5
2017,Griff Whalen,6.3
2017,Vince Mayle,6.2
2017,Nick Williams,6
2017,Bernard Reedy,5.8
2017,Ifeanyi Momah,5.6
2017,Chris Matthews,5.5
2017,JoJo Natson,5.3
2017,Jehu Chesson,3.8
2017,Jordan Leslie,3.6
2017,DeAndrew White,3.4
2017,Darius Powe,3.3
2017,Isaiah McKenzie,3.3
2017,Jeff Janis,3.2
2017,Shelton Gibson,3.1
2017,Brendan Langley,3
2017,Allen Robinson II,2.7
2017,Kevin White,2.6
2017,Arrelious Benn,2.2
2017,Harry Douglas,1.8
2017,Cobi Hamilton,1.8
2017,Eric Weems,1.5
2017,Larry Pinkard,1.5
2017,Maxwell McCaffrey,1.4
2017,Charone Peake,1.3
2017,Matt Hazel,1.1
2017,Andre Roberts,0.2
2017,Kalif Raymond,0.1
