Year,Player,FPTS
2014,Donte Moncrief,96.1
2014,Justin Hunter,95.8
2014,Jeremy Kerley,93.5
2014,Cordarrelle Patterson,93.1
2014,Charles Johnson,91.4
2014,Andre Roberts,91.4
2014,Tavon Austin,89.6
2014,Preston Parker,87.8
2014,Marqise Lee,86.1
2014,Louis Murphy,81
2014,Stedman Bailey,80.8
2014,Brian Quick,80.5
2014,Jason Avant,75.4
2014,Damaris Johnson,72
2014,Corey Brown,70.1
2014,Kamar Aiken,68.7
2014,Travis Benjamin,68.5
2014,Brandon Gibson,64.5
2014,Victor Cruz,62.7
2014,Paul Richardson,62.1
2014,Brice Butler,61
2014,Jeremy Ross,57.3
2014,Jaron Brown,56.9
2014,De'Anthony Thomas,55.6
2014,Josh Gordon SUS,54.3
2014,Danny Amendola,53
2014,Derek Hagan,50.4
2014,Marlon Brown,49.5
2014,Brandon Lloyd,49.4
2014,Lance Moore,47.8
2014,Kenbrell Thompkins,47.7
2014,Nick Toon,42.9
2014,Ricardo Lockette,42.7
2014,Brandon Tate,42.4
2014,Albert Wilson,42
2014,Corey Fuller,38.2
2014,Rishard Matthews,37.8
2014,Marquess Wilson,37
2014,Brenton Bersin,34.1
2014,Ted Ginn Jr.,34
2014,Chris Givens,33.3
2014,Bruce Ellington,33
2014,Greg Salas,32.7
2014,Eric Weems,32.2
2014,Donnie Avery,30.6
2014,Austin Pettis,29.8
2014,Mike Williams,28.2
2014,Chris Owusu,28.1
2014,Dontrelle Inman,27.8
2014,Adam Thielen,27.7
2014,Josh Morgan,26
2014,Vincent Brown,23.8
2014,Rod Streater,23.4
2014,Michael Campanaro,23.2
2014,Junior Hemingway,22.8
2014,Santana Moss,21.6
2014,Denarius Moore,21.6
2014,Joseph Morgan,19.9
2014,Jacoby Jones,19.7
2014,Justin Brown,19.4
2014,Brian Tyms,19.2
2014,Kevin Norwood,19.2
2014,Robert Meachem,18.4
2014,AJ Jenkins,18.1
2014,Robert Herron,17.8
2014,TJ Graham,17.7
2014,Dane Sanzenbacher,17.4
2014,James Wright,17.1
2014,Josh Huff,16.5
2014,Corey Washington,16.2
2014,Dwayne Harris,15.3
2014,Santonio Holmes,14.7
2014,David Nelson,14.5
2014,Keshawn Martin,13.8
2014,Mike Brown,13.8
2014,Ryan Grant,13.8
2014,Greg Little,12.9
2014,Bryan Walters,11.5
2014,Kris Durham,11.4
2014,Russell Shepard,10.3
2014,Kevin Ogletree,10
2014,Jerrel Jernigan,9.8
2014,Andre Caldwell,9.7
2014,Jeff Maehl,9.6
2014,Ace Sanders,9.5
2014,Seyi Ajirotutu,8.5
2014,Frankie Hammond,8.5
2014,Quinton Patton,7.4
2014,Aaron Dobson,6.8
2014,Marquise Goodwin,6
2014,Jarrett Boykin,5.3
2014,Ryan Broyles,4.5
2014,Cody Latimer,4.3
2014,Darrius Heyward-Bey,4.3
2014,DeVier Posey,4
2014,Devin Street,3.8
2014,Jeff Janis,3.6
2014,Tavarres King,3.3
2014,Damian Williams,2.4
2014,Griff Whalen,2.3
2014,Courtney Roby,2.1
2014,Solomon Patton,1.9
2014,Joshua Cribbs,1.8
2014,Micheal Spurlock,1.8
2014,Aldrick Robinson,1.6
2014,Kevin Dorsey,1.4
