Year,Player,FPTS
2011,Harry Douglas,95.1
2011,Andre Johnson,95
2011,Sidney Rice,94.9
2011,Hines Ward,94.1
2011,Ben Obomanu,93.9
2011,Golden Tate,92.6
2011,Mike Thomas,92.6
2011,Arrelious Benn,91.4
2011,Brandon Gibson,86.7
2011,Andre Caldwell,86.7
2011,Mohamed Massaquoi,81.4
2011,Danario Alexander,81.1
2011,Jason Hill,79.7
2011,Devin Aromashodu,78.8
2011,Dane Sanzenbacher,72.2
2011,Jeremy Kerley,68.84
2011,Devin Hester,68.3
2011,Earl Bennett,66.1
2011,Kyle Williams,65.3
2011,Brad Smith,65.1
2011,Donte' Stallworth,65
2011,Vincent Brown,63.9
2011,Emmanuel Sanders,63.4
2011,Jarett Dillard,62.2
2011,Chaz Schilens,62.1
2011,Randall Cobb,62
2011,Kenny Britt,61.9
2011,Jordan Norwood,55.8
2011,Derek Hagan,55.2
2011,Jacoby Ford,54
2011,Patrick Crayton,53.8
2011,Riley Cooper,53.5
2011,Jonathan Baldwin,52.4
2011,Donald Jones,52.3
2011,Greg Salas,52.2
2011,Louis Murphy,52
2011,Jerricho Cotchery,52
2011,Austin Pettis,52
2011,Andrew Hawkins,51.8
2011,Matt Willis,50.7
2011,Chad Johnson,48.6
2011,Ted Ginn Jr.,47.8
2011,Naaman Roosevelt,47.7
2011,Mike Williams,47.6
2011,Eddie Royal,45.3
2011,Josh Morgan,43
2011,Chastin West,41.3
2011,Derrick Mason,36
2011,Braylon Edwards,33.1
2011,TJ Houshmandzadeh,31.6
2011,Leonard Hankerson,31.3
2011,Anthony Armstrong,31.2
2011,Kevin Ogletree,29.7
2011,Steve Smith,29.4
2011,Mike Sims-Walker,27
2011,Jesse Holley,23.9
2011,Terrence Austin,23.7
2011,Patrick Turner,23.6
2011,Bryant Johnson,21.1
2011,Greg Camarillo,21.1
2011,David Anderson,20.9
2011,Eric Weems,20
2011,Terrance Copper,19.4
2011,Sam Hurd,18.9
2011,Ricardo Lockette,18.5
2011,Ramses Barden,18.4
2011,Keary Colbert,17.9
2011,Bernard Berrian,16.1
2011,Ruvell Martin,15.2
2011,Domenik Hixon,15
2011,Jerheme Urban,14.2
2011,Donnie Avery,13.5
2011,Chad Hall,12.3
2011,Lee Evans,11.4
2011,Cecil Shorts,11
2011,Rashied Davis,10.3
2011,Danny Amendola,9.5
2011,Kassim Osgood,9.2
2011,LaQuan Williams,8.6
2011,Brandon Banks,8.06
2011,Marc Mariani,7.8
2011,Sammie Stroughter,7.2
2011,Brian Robiskie,6.9
2011,Devin Thomas,6.7
2011,Ryan Whalen,6.7
2011,DeMarco Sampson,6.6
2011,Julian Edelman,6.2
2011,Carlton Mitchell,6.1
2011,Tiquan Underwood,6
2011,Kris Durham,6
2011,Taylor Price,5.9
2011,Chansi Stuckey,5.9
2011,Stephen Burton,5.8
2011,Bryan Walters,5.7
2011,Mark Clayton,5.6
2011,Jordan Shipley,5.4
2011,Adrian Arrington,5.1
2011,Clyde Gates,4.3
2011,Matthew Slater,3.6
2011,Brett Swain,3.5
2011,Micheal Spurlock,3.3
2011,Roscoe Parrish,2.6
2011,Stefan Logan,2.1
2011,Emmanuel Arceneaux,2
2011,Maurice Stovall,1.8
2011,Nick Miller,1.8
2011,Brandon Stokley,1.7
2011,Seyi Ajirotutu,1.4
2011,Armanti Edwards,0.94
2011,Dwight Jones,
2011,Jeremy Horne,
