,careergames,careerRec,careerRecYds,careerYPC,careerRecTds,careerRushAtt,careerRushYds,careerYPA,careerRushTds,careerPlays,careerTotalYds,careerYPT,careerTotalTds,Player,Year,School,Conf,Class,Pos,dr_1games,dr_1Rec,dr_1RecYds,dr_1YPC,dr_1RecTds,dr_1RushAtt,dr_1RushYds,dr_1YPA,dr_1RushTds,dr_1Plays,dr_1TotalYds,dr_1YPT,dr_1TotalTds,dr_2games,dr_2Rec,dr_2RecYds,dr_2YPC,dr_2RecTds,dr_2RushAtt,dr_2RushYds,dr_2YPA,dr_2RushTds,dr_2Plays,dr_2TotalYds,dr_2YPT,dr_2TotalTds,dr_3games,dr_3Rec,dr_3RecYds,dr_3YPC,dr_3RecTds,dr_3RushAtt,dr_3RushYds,dr_3YPA,dr_3RushTds,dr_3Plays,dr_3TotalYds,dr_3YPT,dr_3TotalTds
0,,168.0,2294.0,13.7,17.0,0.0,0.0,,0.0,168,2294,13.7,17,Gary Jennings,2018,West Virginia,Big 12,SR,WR,11.0,54.0,917.0,17.0,13.0,0.0,0.0,,0.0,54,917,17.0,13,13.0,97.0,1096.0,11.3,1.0,0.0,0.0,,0.0,97,1096,11.3,1,11.0,10.0,165.0,16.5,2.0,0.0,0.0,,0.0,10,165,16.5,2
0,,231.0,3526.0,15.3,30.0,40.0,342.0,8.6,2.0,271,3868,14.3,32,Andy Isabella,2018,Massachusetts,Ind,SR,WR,12.0,102.0,1698.0,16.6,13.0,11.0,79.0,7.2,1.0,113,1777,15.7,14,12.0,65.0,1020.0,15.7,10.0,14.0,135.0,9.6,1.0,79,1155,14.6,11,12.0,62.0,801.0,12.9,7.0,12.0,100.0,8.3,0.0,74,901,12.2,7
0,,213.0,2889.0,13.6,22.0,23.0,144.0,6.3,3.0,236,3033,12.9,25,N'Keal Harry,2018,Arizona State,Pac-12,JR,WR,12.0,73.0,1088.0,14.9,9.0,7.0,10.0,1.4,1.0,80,1098,13.7,10,13.0,82.0,1142.0,13.9,8.0,13.0,65.0,5.0,0.0,95,1207,12.7,8,12.0,58.0,659.0,11.4,5.0,3.0,69.0,23.0,2.0,61,728,11.9,7
0,,177.0,2665.0,15.1,16.0,0.0,0.0,,0.0,177,2665,15.1,16,Kelvin Harmon,2018,North Carolina State,ACC,JR,WR,12.0,81.0,1186.0,14.6,7.0,0.0,0.0,,0.0,81,1186,14.6,7,13.0,69.0,1017.0,14.7,4.0,0.0,0.0,,0.0,69,1017,14.7,4,10.0,27.0,462.0,17.1,5.0,0.0,0.0,,0.0,27,462,17.1,5
0,,60.0,961.0,16.0,11.0,13.0,97.0,7.5,2.0,73,1058,14.5,13,Mecole Hardman,2018,Georgia,SEC,JR,WR,14.0,35.0,543.0,15.5,7.0,5.0,36.0,7.2,0.0,40,579,14.5,7,15.0,25.0,418.0,16.7,4.0,8.0,61.0,7.6,2.0,33,479,14.5,6,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0,,0
0,,134.0,1800.0,13.4,11.0,11.0,51.0,4.6,1.0,145,1851,12.8,12,Terry Godwin,2018,Georgia,SEC,SR,WR,12.0,23.0,385.0,16.7,3.0,0.0,0.0,,0.0,23,385,16.7,3,13.0,38.0,639.0,16.8,6.0,0.0,0.0,,0.0,38,639,16.8,6,13.0,38.0,397.0,10.4,0.0,4.0,14.0,3.5,0.0,42,411,9.8,0
0,,128.0,2044.0,16.0,18.0,0.0,0.0,,0.0,128,2044,16.0,18,Travis Fulgham,2018,Old Dominion,CUSA,SR,WR,12.0,63.0,1083.0,17.2,9.0,0.0,0.0,,0.0,63,1083,17.2,9,11.0,30.0,394.0,13.1,1.0,0.0,0.0,,0.0,30,394,13.1,1,12.0,29.0,478.0,16.5,8.0,0.0,0.0,,0.0,29,478,16.5,8
0,,143.0,1768.0,12.4,15.0,23.0,210.0,9.1,2.0,166,1978,11.9,17,Parris Campbell,2018,Ohio State,Big Ten,SR,WR,14.0,90.0,1063.0,11.8,12.0,9.0,24.0,2.7,0.0,99,1087,11.0,12,13.0,40.0,584.0,14.6,3.0,10.0,132.0,13.2,1.0,50,716,14.3,4,12.0,13.0,121.0,9.3,0.0,4.0,54.0,13.5,1.0,17,175,10.3,1
0,,110.0,2149.0,19.5,18.0,0.0,0.0,,0.0,110,2149,19.5,18,Hakeem Butler,2018,Iowa State,Big 12,JR,WR,13.0,60.0,1318.0,22.0,9.0,0.0,0.0,,0.0,60,1318,22.0,9,13.0,41.0,697.0,17.0,7.0,0.0,0.0,,0.0,41,697,17.0,7,8.0,9.0,134.0,14.9,2.0,0.0,0.0,,0.0,9,134,14.9,2
0,,132.0,2413.0,18.3,17.0,3.0,0.0,0.0,0.0,135,2413,17.9,17,Marquise Brown,2018,Oklahoma,Big 12,JR,WR,12.0,75.0,1318.0,17.6,10.0,2.0,0.0,0.0,0.0,77,1318,17.1,10,13.0,57.0,1095.0,19.2,7.0,1.0,0.0,0.0,0.0,58,1095,18.9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,189.0,2984.0,15.8,19.0,0.0,0.0,,0.0,189,2984,15.8,19,A.J. Brown,2018,Ole Miss,SEC,JR,WR,12.0,85.0,1320.0,15.5,6.0,0.0,0.0,,0.0,85,1320,15.5,6,11.0,75.0,1252.0,16.7,11.0,0.0,0.0,,0.0,75,1252,16.7,11,11.0,29.0,412.0,14.2,2.0,0.0,0.0,,0.0,29,412,14.2,2
0,,77.0,1206.0,15.7,11.0,0.0,0.0,,0.0,77,1206,15.7,11,Miles Boykin,2018,Notre Dame,Ind,SR,WR,13.0,59.0,872.0,14.8,8.0,0.0,0.0,,0.0,59,872,14.8,8,7.0,12.0,253.0,21.1,2.0,0.0,0.0,,0.0,12,253,21.1,2,6.0,6.0,81.0,13.5,1.0,0.0,0.0,,0.0,6,81,13.5,1
0,,135.0,2219.0,16.4,28.0,0.0,0.0,,0.0,135,2219,16.4,28,J.J. Arcega-Whiteside,2018,Stanford,Pac-12,SR,WR,12.0,63.0,1059.0,16.8,14.0,0.0,0.0,,0.0,63,1059,16.8,14,11.0,48.0,781.0,16.3,9.0,0.0,0.0,,0.0,48,781,16.3,9,10.0,24.0,379.0,15.8,5.0,0.0,0.0,,0.0,24,379,15.8,5
0,,159.0,2404.0,15.1,17.0,5.0,12.0,2.4,0.0,164,2416,14.7,17,Quez Watkins,2019,Southern Mississippi,CUSA,JR,WR,12.0,64.0,1178.0,18.4,6.0,1.0,1.0,1.0,0.0,65,1179,18.1,6,11.0,72.0,889.0,12.3,9.0,4.0,11.0,2.8,0.0,76,900,11.8,9,11.0,23.0,337.0,14.7,2.0,0.0,0.0,,0.0,23,337,14.7,2
0,,68.0,996.0,14.6,15.0,4.0,27.0,6.8,0.0,72,1023,14.2,15,Freddie Swain,2019,Florida,SEC,SR,WR,12.0,38.0,517.0,13.6,7.0,4.0,27.0,6.8,0.0,42,544,13.0,7,11.0,14.0,265.0,18.9,5.0,0.0,0.0,,0.0,14,265,18.9,5,8.0,8.0,96.0,12.0,1.0,0.0,0.0,,0.0,8,96,12.0,1
0,,149.0,1943.0,13.0,10.0,42.0,280.0,6.7,7.0,191,2223,11.6,17,Laviska Shenault Jr.,2019,Colorado,Pac-12,JR,WR,11.0,56.0,764.0,13.6,4.0,23.0,161.0,7.0,2.0,79,925,11.7,6,9.0,86.0,1011.0,11.8,6.0,17.0,115.0,6.8,5.0,103,1126,10.9,11,7.0,7.0,168.0,24.0,0.0,2.0,4.0,2.0,0.0,9,172,19.1,0
0,,98.0,1716.0,17.5,24.0,2.0,75.0,37.5,1.0,100,1791,17.9,25,Henry Ruggs III,2019,Alabama,SEC,JR,WR,12.0,40.0,746.0,18.7,7.0,2.0,75.0,37.5,1.0,42,821,19.5,8,14.0,46.0,741.0,16.1,11.0,0.0,0.0,,0.0,46,741,16.1,11,14.0,12.0,229.0,19.1,6.0,0.0,0.0,,0.0,12,229,19.1,6
0,,129.0,1465.0,11.4,16.0,34.0,172.0,5.1,1.0,163,1637,10.0,17,Joe Reed,2019,Virginia,ACC,SR,WR,13.0,77.0,679.0,8.8,7.0,8.0,42.0,5.3,0.0,85,721,8.5,7,13.0,25.0,465.0,18.6,7.0,3.0,15.0,5.0,0.0,28,480,17.1,7,12.0,23.0,244.0,10.6,2.0,21.0,112.0,5.3,1.0,44,356,8.1,3
0,,148.0,2248.0,15.2,22.0,35.0,324.0,9.3,2.0,183,2572,14.1,24,Jalen Reagor,2019,Texas Christian,Big 12,JR,WR,12.0,43.0,611.0,14.2,5.0,14.0,89.0,6.4,0.0,57,700,12.3,5,13.0,72.0,1061.0,14.7,9.0,13.0,170.0,13.1,2.0,85,1231,14.5,11,14.0,33.0,576.0,17.5,8.0,8.0,65.0,8.1,0.0,41,641,15.6,8
0,,301.0,3949.0,13.1,39.0,10.0,50.0,5.0,0.0,311,3999,12.9,39,James Proche,2019,SMU,American,SR,WR,13.0,111.0,1225.0,11.0,15.0,4.0,18.0,4.5,0.0,115,1243,10.8,15,12.0,93.0,1199.0,12.9,12.0,2.0,17.0,8.5,0.0,95,1216,12.8,12,12.0,40.0,816.0,20.4,6.0,0.0,0.0,,0.0,40,816,20.4,6
0,,171.0,2519.0,14.7,19.0,1.0,9.0,9.0,0.0,172,2528,14.7,19,Michael Pittman,2019,USC,Pac-12,SR,WR,13.0,101.0,1275.0,12.6,11.0,0.0,0.0,,0.0,101,1275,12.6,11,10.0,41.0,758.0,18.5,6.0,1.0,9.0,9.0,0.0,42,767,18.3,6,9.0,23.0,404.0,17.6,2.0,0.0,0.0,,0.0,23,404,17.6,2
0,,103.0,1327.0,12.9,14.0,9.0,87.0,9.7,0.0,112,1414,12.6,14,Donovan Peoples-Jones,2019,Michigan,Big Ten,JR,WR,11.0,34.0,438.0,12.9,6.0,2.0,-7.0,-3.5,0.0,36,431,12.0,6,13.0,47.0,612.0,13.0,8.0,3.0,37.0,12.3,0.0,50,649,13.0,8,13.0,22.0,277.0,12.6,0.0,4.0,57.0,14.3,0.0,26,334,12.8,0
0,,156.0,1976.0,12.7,13.0,0.0,0.0,,0.0,156,1976,12.7,13,Dezmon Patmon,2019,Washington State,Pac-12,SR,WR,13.0,58.0,762.0,13.1,8.0,0.0,0.0,,0.0,58,762,13.1,8,13.0,61.0,816.0,13.4,5.0,0.0,0.0,,0.0,61,816,13.4,5,9.0,35.0,379.0,10.8,0.0,0.0,0.0,,0.0,35,379,10.8,0
0,,154.0,2572.0,16.7,19.0,5.0,28.0,5.6,0.0,159,2600,16.4,19,Darnell Mooney,2019,Tulane,American,SR,WR,13.0,48.0,713.0,14.9,5.0,0.0,0.0,,0.0,48,713,14.9,5,13.0,48.0,993.0,20.7,8.0,1.0,6.0,6.0,0.0,49,999,20.4,8,11.0,34.0,599.0,17.6,4.0,0.0,0.0,,0.0,34,599,17.6,4
0,,186.0,2925.0,15.7,28.0,1.0,-6.0,-6.0,0.0,187,2919,15.6,28,Denzel Mims,2019,Baylor,Big 12,SR,WR,13.0,66.0,1020.0,15.5,12.0,0.0,0.0,,0.0,66,1020,15.5,12,12.0,55.0,794.0,14.4,8.0,0.0,0.0,,0.0,55,794,14.4,8,12.0,61.0,1087.0,17.8,8.0,1.0,-6.0,-6.0,0.0,62,1081,17.4,8
0,,173.0,3292.0,19.0,32.0,9.0,20.0,2.2,1.0,182,3312,18.2,33,CeeDee Lamb,2019,Oklahoma,Big 12,JR,WR,13.0,62.0,1327.0,21.4,14.0,9.0,20.0,2.2,1.0,71,1347,19.0,15,14.0,65.0,1158.0,17.8,11.0,0.0,0.0,,0.0,65,1158,17.8,11,13.0,46.0,807.0,17.5,7.0,0.0,0.0,,0.0,46,807,17.5,7
0,,213.0,3305.0,15.5,33.0,1.0,-1.0,-1.0,0.0,214,3304,15.4,33,Tyler Johnson,2019,Minnesota,Big Ten,SR,WR,13.0,86.0,1318.0,15.3,13.0,1.0,-1.0,-1.0,0.0,87,1317,15.1,13,13.0,78.0,1169.0,15.0,12.0,0.0,0.0,,0.0,78,1169,15.0,12,10.0,35.0,677.0,19.3,7.0,0.0,0.0,,0.0,35,677,19.3,7
0,,188.0,2624.0,14.0,15.0,0.0,-7.0,,0.0,188,2617,13.9,15,Collin Johnson,2019,Texas,Big 12,SR,WR,7.0,38.0,559.0,14.7,3.0,0.0,0.0,,0.0,38,559,14.7,3,13.0,68.0,985.0,14.5,7.0,0.0,0.0,,0.0,68,985,14.5,7,13.0,54.0,765.0,14.2,2.0,0.0,-7.0,,0.0,54,758,14.0,2
0,,159.0,2742.0,17.2,26.0,1.0,1.0,1.0,0.0,160,2743,17.1,26,Jerry Jeudy,2019,Alabama,SEC,JR,WR,13.0,77.0,1163.0,15.1,10.0,1.0,1.0,1.0,0.0,78,1164,14.9,10,15.0,68.0,1315.0,19.3,14.0,0.0,0.0,,0.0,68,1315,19.3,14,8.0,14.0,264.0,18.9,2.0,0.0,0.0,,0.0,14,264,18.9,2
0,,146.0,2153.0,14.7,18.0,25.0,93.0,3.7,1.0,171,2246,13.1,19,Jauan Jennings,2019,Tennessee,SEC,SR,WR,13.0,59.0,969.0,16.4,8.0,13.0,51.0,3.9,1.0,72,1020,14.2,9,11.0,30.0,438.0,14.6,3.0,0.0,0.0,,0.0,30,438,14.6,3,1.0,3.0,17.0,5.7,0.0,0.0,0.0,,0.0,3,17,5.7,0
0,,165.0,2415.0,14.6,24.0,6.0,30.0,5.0,0.0,171,2445,14.3,24,Justin Jefferson,2019,LSU,SEC,JR,WR,15.0,111.0,1540.0,13.9,18.0,0.0,0.0,,0.0,111,1540,13.9,18,13.0,54.0,875.0,16.2,6.0,5.0,26.0,5.2,0.0,59,901,15.3,6,2.0,0.0,0.0,,0.0,1.0,4.0,4.0,0.0,1,4,4.0,0
0,,176.0,2322.0,13.2,20.0,0.0,0.0,,0.0,176,2322,13.2,20,Isaiah Hodgins,2019,Oregon State,Pac-12,JR,WR,12.0,86.0,1171.0,13.6,13.0,0.0,0.0,,0.0,86,1171,13.6,13,11.0,59.0,876.0,14.8,5.0,0.0,0.0,,0.0,59,876,14.8,5,11.0,31.0,275.0,8.9,2.0,0.0,0.0,,0.0,31,275,8.9,2
0,,201.0,2332.0,11.6,20.0,4.0,-1.0,-0.3,0.0,205,2331,11.4,20,K.J. Hill,2019,Ohio State,Big Ten,SR,WR,14.0,57.0,636.0,11.2,10.0,1.0,1.0,1.0,0.0,58,637,11.0,10,14.0,70.0,885.0,12.6,6.0,1.0,-3.0,-3.0,0.0,71,882,12.4,6,14.0,56.0,549.0,9.8,3.0,2.0,1.0,0.5,0.0,58,550,9.5,3
0,,82.0,1447.0,17.6,14.0,24.0,317.0,13.2,2.0,106,1764,16.6,16,John Hightower,2019,Boise State,MWC,SR,WR,14.0,51.0,943.0,18.5,8.0,16.0,154.0,9.6,0.0,67,1097,16.4,8,9.0,31.0,504.0,16.3,6.0,8.0,163.0,20.4,2.0,39,667,17.1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,135.0,2448.0,18.1,27.0,1.0,36.0,36.0,1.0,136,2484,18.3,28,Tee Higgins,2019,Clemson,ACC,JR,WR,15.0,59.0,1167.0,19.8,13.0,1.0,36.0,36.0,1.0,60,1203,20.1,14,15.0,59.0,936.0,15.9,12.0,0.0,0.0,,0.0,59,936,15.9,12,7.0,17.0,345.0,20.3,2.0,0.0,0.0,,0.0,17,345,20.3,2
0,,98.0,1658.0,16.9,13.0,17.0,87.0,5.1,1.0,115,1745,15.2,14,KJ Hamler,2019,Penn State,Big Ten,SO,WR,13.0,56.0,904.0,16.1,8.0,13.0,43.0,3.3,0.0,69,947,13.7,8,13.0,42.0,754.0,18.0,5.0,4.0,44.0,11.0,1.0,46,798,17.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,44.0,834.0,19.0,10.0,33.0,369.0,11.2,4.0,77,1203,15.6,14,Antonio Gibson,2019,Memphis,American,SR,WR,14.0,38.0,735.0,19.3,8.0,33.0,369.0,11.2,4.0,71,1104,15.5,12,5.0,6.0,99.0,16.5,2.0,0.0,0.0,,0.0,6,99,16.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,150.0,2433.0,16.2,20.0,0.0,0.0,,0.0,150,2433,16.2,20,Antonio Gandy-Golden,2019,Liberty,Ind,SR,WR,13.0,79.0,1396.0,17.7,10.0,0.0,0.0,,0.0,79,1396,17.7,10,11.0,71.0,1037.0,14.6,10.0,0.0,0.0,,0.0,71,1037,14.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,234.0,3045.0,13.0,22.0,6.0,41.0,6.8,0.0,240,3086,12.9,22,Bryan Edwards,2019,South Carolina,SEC,SR,WR,10.0,71.0,816.0,11.5,6.0,2.0,22.0,11.0,0.0,73,838,11.5,6,13.0,55.0,846.0,15.4,7.0,0.0,0.0,,0.0,55,846,15.4,7,13.0,64.0,793.0,12.4,5.0,4.0,19.0,4.8,0.0,68,812,11.9,5
0,,176.0,2468.0,14.0,16.0,11.0,34.0,3.1,1.0,187,2502,13.4,17,Devin Duvernay,2019,Texas,Big 12,SR,WR,13.0,106.0,1386.0,13.1,9.0,10.0,24.0,2.4,1.0,116,1410,12.2,10,14.0,41.0,546.0,13.3,4.0,1.0,10.0,10.0,0.0,42,556,13.2,4,8.0,9.0,124.0,13.8,0.0,0.0,0.0,,0.0,9,124,13.8,0
0,,152.0,2447.0,16.1,23.0,0.0,0.0,,0.0,152,2447,16.1,23,Gabriel Davis,2019,UCF,American,JR,WR,12.0,72.0,1241.0,17.2,12.0,0.0,0.0,,0.0,72,1241,17.2,12,12.0,53.0,815.0,15.4,7.0,0.0,0.0,,0.0,53,815,15.4,7,10.0,27.0,391.0,14.5,4.0,0.0,0.0,,0.0,27,391,14.5,4
0,,79.0,1271.0,16.1,8.0,2.0,6.0,3.0,0.0,81,1277,15.8,8,Tyrie Cleveland,2019,Florida,SEC,SR,WR,12.0,25.0,351.0,14.0,1.0,0.0,0.0,,0.0,25,351,14.0,1,11.0,18.0,212.0,11.8,3.0,0.0,0.0,,0.0,18,212,11.8,3,9.0,22.0,410.0,18.6,2.0,2.0,6.0,3.0,0.0,24,416,17.3,2
0,,150.0,2159.0,14.4,19.0,3.0,6.0,2.0,0.0,153,2165,14.2,19,Chase Claypool,2019,Notre Dame,Ind,SR,WR,13.0,66.0,1037.0,15.7,13.0,0.0,0.0,,0.0,66,1037,15.7,13,13.0,50.0,639.0,12.8,4.0,0.0,0.0,,0.0,50,639,12.8,4,11.0,29.0,402.0,13.9,2.0,2.0,-3.0,-1.5,0.0,31,399,12.9,2
0,,93.0,1496.0,16.1,13.0,9.0,46.0,5.1,0.0,102,1542,15.1,13,Quintez Cephus,2019,Wisconsin,Big Ten,,WR,14.0,59.0,901.0,15.3,7.0,0.0,0.0,,0.0,59,901,15.3,7,10.0,30.0,501.0,16.7,6.0,4.0,5.0,1.3,0.0,34,506,14.9,6,6.0,4.0,94.0,23.5,0.0,5.0,41.0,8.2,0.0,9,135,15.0,0
0,,98.0,1666.0,17.0,11.0,1.0,6.0,6.0,0.0,99,1672,16.9,11,Brandon Aiyuk,2019,Arizona State,Pac-12,SR,WR,12.0,65.0,1192.0,18.3,8.0,1.0,6.0,6.0,0.0,66,1198,18.2,8,13.0,33.0,474.0,14.4,3.0,0.0,0.0,,0.0,33,474,14.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,177.0,2727.0,15.4,21.0,0.0,0.0,,0.0,177,2727,15.4,21,Mike Williams,2016,Clemson,ACC,JR,WR,15.0,98.0,1361.0,13.9,11.0,0.0,0.0,,0.0,98,1361,13.9,11,1.0,2.0,20.0,10.0,1.0,0.0,0.0,,0.0,2,20,10.0,1,12.0,57.0,1030.0,18.1,6.0,0.0,0.0,,0.0,57,1030,18.1,6
0,,133.0,2044.0,15.4,20.0,1.0,-7.0,-7.0,0.0,134,2037,15.2,20,Mike Williams,2009,Syracuse,Big East,SR,WR,7.0,49.0,746.0,15.2,6.0,1.0,-7.0,-7.0,0.0,50,739,14.8,6,12.0,60.0,837.0,14.0,10.0,,,,,60,837,14.0,10,10.0,24.0,461.0,19.2,4.0,,,,,24,461,19.2,4
0,,133.0,1929.0,14.5,13.0,194.0,1852.0,9.5,19.0,327,3781,11.6,32,Percy Harvin,2008,Florida,SEC,JR,RB,12.0,40.0,644.0,16.1,7.0,70.0,660.0,9.4,10.0,110,1304,11.9,17,11.0,59.0,858.0,14.5,4.0,83.0,764.0,9.2,6.0,142,1622,11.4,10,13.0,34.0,427.0,12.6,2.0,41.0,428.0,10.4,3.0,75,855,11.4,5
0,,130.0,1703.0,13.1,7.0,304.0,1955.0,6.4,15.0,434,3658,8.4,22,Dexter McCluster,2009,Ole Miss,SEC,SR,RB,13.0,44.0,520.0,11.8,3.0,181.0,1169.0,6.5,8.0,225,1689,7.5,11,13.0,44.0,625.0,14.2,1.0,109.0,655.0,6.0,6.0,153,1280,8.4,7,8.0,27.0,326.0,12.1,2.0,6.0,63.0,10.5,0.0,33,389,11.8,2
0,,7.0,72.0,10.3,0.0,115.0,776.0,6.7,4.0,122,848,7.0,4,Trindon Holliday,2009,LSU,SEC,SR,RB,13.0,3.0,36.0,12.0,0.0,27.0,126.0,4.7,1.0,30,162,5.4,1,13.0,2.0,33.0,16.5,0.0,21.0,114.0,5.4,0.0,23,147,6.4,0,13.0,2.0,3.0,1.5,0.0,53.0,364.0,6.9,2.0,55,367,6.7,2
0,,86.0,969.0,11.3,6.0,166.0,805.0,4.8,6.0,252,1774,7.0,12,Greg Little,2009,North Carolina,ACC,JR,WR,13.0,62.0,724.0,11.7,5.0,29.0,166.0,5.7,1.0,91,890,9.8,6,13.0,11.0,146.0,13.3,0.0,78.0,339.0,4.3,3.0,89,485,5.4,3,11.0,13.0,99.0,7.6,1.0,59.0,300.0,5.1,2.0,72,399,5.5,3
0,,144.0,1661.0,11.5,13.0,228.0,1313.0,5.8,22.0,372,2974,8.0,35,Randall Cobb,2010,Kentucky,SEC,JR,WR,13.0,84.0,1017.0,12.1,7.0,55.0,424.0,7.7,5.0,139,1441,10.4,12,12.0,39.0,447.0,11.5,4.0,94.0,573.0,6.1,10.0,133,1020,7.7,14,11.0,21.0,197.0,9.4,2.0,79.0,316.0,4.0,7.0,100,513,5.1,9
0,,3.0,31.0,10.3,0.0,723.0,4495.0,6.2,42.0,726,4526,6.2,42,Denard Robinson,2012,Michigan,Big Ten,SR,QB,11.0,3.0,31.0,10.3,0.0,177.0,1266.0,7.2,7.0,180,1297,7.2,7,13.0,,,,,221.0,1176.0,5.3,16.0,221,1176,5.3,16,13.0,,,,,256.0,1702.0,6.6,14.0,256,1702,6.6,14
0,,99.0,1194.0,12.1,12.0,325.0,2342.0,7.2,24.0,424,3536,8.3,36,Dri Archer,2013,Kent State,MAC,SR,RB,10.0,25.0,327.0,13.1,4.0,68.0,527.0,7.8,6.0,93,854,9.2,10,14.0,39.0,561.0,14.4,4.0,159.0,1429.0,9.0,16.0,198,1990,10.1,20,12.0,16.0,75.0,4.7,1.0,40.0,140.0,3.5,1.0,56,215,3.8,2
0,,25.0,340.0,13.6,3.0,600.0,3315.0,5.5,33.0,625,3655,5.8,36,Braxton Miller,2015,Ohio State,Big Ten,SR,WR,13.0,25.0,340.0,13.6,3.0,43.0,261.0,6.1,1.0,68,601,8.8,4,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0,,0,12.0,0.0,0.0,,0.0,171.0,1068.0,6.2,12.0,171,1068,6.2,12
0,,107.0,1249.0,11.7,9.0,172.0,1286.0,7.5,15.0,279,2535,9.1,24,Curtis Samuel,2016,Ohio State,Big Ten,JR,RB,13.0,74.0,865.0,11.7,7.0,97.0,771.0,7.9,8.0,171,1636,9.6,15,13.0,22.0,289.0,13.1,2.0,17.0,132.0,7.8,1.0,39,421,10.8,3,14.0,11.0,95.0,8.6,0.0,58.0,383.0,6.6,6.0,69,478,6.9,6
0,,22.0,470.0,21.4,3.0,614.0,4359.0,7.1,40.0,636,4829,7.6,43,Malcolm Perry,2019,Navy,American,SR,QB,13.0,0.0,0.0,,0.0,295.0,2017.0,6.8,21.0,295,2017,6.8,21,13.0,9.0,167.0,18.6,1.0,172.0,1087.0,6.3,7.0,181,1254,6.9,8,12.0,13.0,303.0,23.3,2.0,138.0,1182.0,8.6,11.0,151,1485,9.8,13
0,,114.0,1303.0,11.4,6.0,206.0,1530.0,7.4,13.0,320,2833,8.9,19,Lynn Bowden,2019,Kentucky,SEC,JR,WR,13.0,30.0,348.0,11.6,1.0,185.0,1468.0,7.9,13.0,215,1816,8.4,14,13.0,67.0,745.0,11.1,5.0,9.0,25.0,2.8,0.0,76,770,10.1,5,12.0,17.0,210.0,12.4,0.0,12.0,37.0,3.1,0.0,29,247,8.5,0
0,,147.0,2114.0,14.4,17.0,7.0,64.0,9.1,0.0,154,2178,14.1,17,Damian Williams,2009,USC,Pac-10,,WR,12.0,70.0,1010.0,14.4,6.0,2.0,16.0,8.0,0.0,72,1026,14.3,6,13.0,58.0,869.0,15.0,9.0,4.0,43.0,10.8,0.0,62,912,14.7,9,13.0,19.0,235.0,12.4,2.0,1.0,5.0,5.0,0.0,20,240,12.0,2
0,,203.0,3085.0,15.2,26.0,32.0,301.0,9.4,2.0,235,3386,14.4,28,Jalen Saunders,2013,Oklahoma,Big 12,SR,WR,13.0,61.0,729.0,12.0,8.0,5.0,44.0,8.8,0.0,66,773,11.7,8,9.0,62.0,829.0,13.4,3.0,0.0,0.0,,0.0,62,829,13.4,3,13.0,50.0,1065.0,21.3,12.0,8.0,91.0,11.4,2.0,58,1156,19.9,14
0,,133.0,1956.0,14.7,14.0,2.0,6.0,3.0,0.0,135,1962,14.5,14,Shaquelle Evans,2013,UCLA,Pac-12,SR,WR,13.0,47.0,709.0,15.1,9.0,0.0,0.0,,0.0,47,709,15.1,9,14.0,60.0,877.0,14.6,3.0,2.0,6.0,3.0,0.0,62,883,14.2,3,13.0,19.0,309.0,16.3,2.0,0.0,0.0,,0.0,19,309,16.3,2
0,,214.0,3177.0,14.8,34.0,2.0,7.0,3.5,0.0,216,3184,14.7,34,Josh Doctson,2015,Texas Christian,Big 12,SR,WR,10.0,78.0,1326.0,17.0,14.0,2.0,7.0,3.5,0.0,80,1333,16.7,14,13.0,65.0,1018.0,15.7,11.0,0.0,0.0,,0.0,65,1018,15.7,11,10.0,36.0,440.0,12.2,4.0,0.0,0.0,,0.0,36,440,12.2,4
0,,109.0,1672.0,15.3,12.0,4.0,3.0,0.8,0.0,113,1675,14.8,12,Trevor Davis,2015,California,Pac-12,SR,WR,13.0,40.0,672.0,16.8,2.0,3.0,4.0,1.3,0.0,43,676,15.7,2,9.0,24.0,399.0,16.6,5.0,0.0,0.0,,0.0,24,399,16.6,5,8.0,17.0,235.0,13.8,2.0,1.0,-1.0,-1.0,0.0,18,234,13.0,2
0,,136.0,1976.0,14.5,16.0,40.0,375.0,9.4,7.0,176,2351,13.4,23,Rodney Adams,2016,South Florida,American,SR,WR,13.0,67.0,822.0,12.3,5.0,23.0,231.0,10.0,5.0,90,1053,11.7,10,13.0,44.0,816.0,18.5,9.0,11.0,87.0,7.9,1.0,55,903,16.4,10,9.0,23.0,323.0,14.0,2.0,5.0,52.0,10.4,1.0,28,375,13.4,3
